,Unnamed: 0,sentence,classification,Model
34,34,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2353112200 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 3217380708 68650007 3189457552 4197146180 3217380708 2438709758 2041434490 3458774156 2041434490 3458774156 2245277810 3644937218 847694221 2575704555 2245384272 73745272 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3537123720 2246728737 3835273908,1,Train
35,35,864674487 2076190208 2246728737 3975275337 3217380708 1136130381 3217380708 3124581743 3218693969 994485099 3217380708 2154975788 3218693969 994485099 3217380708 3124581743 2246728737 422715066 2976816164 440456488 2130998634 1710622492 3217380708 926483414 847957139 1083852209 3217380708 2082340947 2041434490 631553871 2246728737 422715066 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895 2246728737 422715066,1,Train
36,36,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1189417193 2976816164 739497037 2968968094 2119439498 2968968094 1276993226 3217380708 3034212252 2041434490 458993620 2132511834 692277943 3218693969 2752034647 3217380708 1842898132 2968968094 1910766508 3217380708 2154975788 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245277810 994237755 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720,1,Train
37,37,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 2436343001 2041434490 631553871 3217380708 542690499 3189457552 2697642734 2976033787 2245773786 2968968094 516041383 2245277810 1342596238 882399112 485463469 882399112 485463469 882399112 485463469 847957139 1083852209 2246728737 1861965050,1,Train
38,38,864942730 10565946 3217380708 2510215966 2092489639 662511025 2968968094 2803848648 2968968094 2142032900 2968968094 1276993226 3217380708 2473389857 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3918336191 847961216 1868602760 2245384272 773607102 2246728737 3542456614 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 4159771440 2245273601 1409451322 2246699815 4222851645 864942730 1510328189 847961216 1693331843 2976033787 623728226 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2246728737 3537119515 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1,Train
39,39,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 1890810400 2041434490 631553871 3217380708 542690499 3189457552 2697642734 2976033787 1705122788 2245277810 1342596238 882399112 485463469 882399112 485463469 882399112 485463469 2976033787 1530658475 882399112 4041152544 847957139 1083852209 2246728737 1861965050,1,Train
40,40,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3207567135 3218693969 994485099 2246728737 422715066 2246699815 1738265797 864942730 1510328189 848128881 3012778962 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245273601 3411158823 864662311 1542633699 2976033787 179419379 2114006677 2238033879 2968968094 1489640315 2968968094 2117068077 2976033787 1730555933 2968968094 517457164 2245384272 3600182528 2246703798 530246988 2246703798 737243568 2246703798 737243568 2246703798 736731344 2246728737 3545353036,1,Train
41,41,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 1913726790 2245900962 1899422126 2245900962 3633569943 2245384272 1173346717 2245384272 1510461303 2245384272 2687568853 882399112 484537559 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1,Train
42,42,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 4151858217 2968968094 2117068077 2968968094 2117068077 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3835273908,1,Train
43,43,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 459725929 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 4159771440 2245273601 1409451322 2246699815 4222851645 864942730 1510328189 847961216 1693331843 2976033787 623728226 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2246728737 3537119515 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1449131080 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3835273908,1,Train
44,44,3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2976033787 3836271195 847690172 1188634672 2245384272 562443903 2245273601 1735424888 864662311 1542633699 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 1626281205 864674487 2807475527 2246728737 3975275337 2246728737 3537119515 2245384272 74537039 3217380708 4121755354 3218693969 994485099 3217380708 368531313 3189457552 1078211001 2968968094 2213350725 3189457552 1078211001 3217380708 368531313 3218693969 951226070 3218693969 951226070 2968968094 516041383 2976816164 4214532707 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720,1,Train
45,45,3189457552 1078211001 2968968094 1257718710 2968968094 2142032900 2968968094 2142032900 2968968094 416356657 2132511834 831463242 3217380708 3041847890 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 2353112200 3218693969 994485099 3217380708 606428793 864942730 10565946 2132511834 3510196525 2976033787 298374928 2968968094 1824088295 3217380708 1761226683 3218693969 994485099 3217380708 1137369414 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 3081284555 864662311 1542633699 2245384272 562443903 847690172 1189417193 2976816164 739497037 2968968094 2119439498 2968968094 2119439498 3217380708 2154975788 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 548743766 2246728737 3537119515 2246728737 3537119515 2245384272 2835079913 864674487 2222621677 2246728737 3975275337,1,Train
46,46,3189457552 2950679810 3217380708 368531313 3217380708 3334525955 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 951226070 2245384272 618671879 2246728737 3542456614 2976033787 3836271195 847690172 1188634672 2245384272 562443903 2245273601 3081284555 864662311 1542633699 2976033787 298374928 2132511834 3510196525 3217380708 3234104871 864942730 10565946 2968968094 1276993226 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 1276993226 3217380708 1761226683 3218693969 994485099 3217380708 1761226683 2968968094 1824088295 3218693969 951226070 3218693969 98513984 3218693969 951226070 2968968094 516041383 2976816164 4214532707 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1,Train
47,47,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2309124039 3217380708 3983062349 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 951226070 3217380708 3820826669 2092489639 1389140885 3218693969 572760528 2246699815 1805166875 864942730 1510328189 848128881 3136829774 2245384272 603510687 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2246728737 3818546315 2245900962 551287920 847433064 2551483158 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 98513984 3218693969 951226070,1,Train
48,48,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 3950208091 2041434490 631553871 3217380708 542690499 3189457552 2697642734 2976033787 2245773786 2968968094 516041383 2245277810 1342596238 882399112 485463469 882399112 485463469 882399112 485463469 847957139 1083852209 2245384272 2095775721 882399112 484537559,1,Train
49,49,2865977551 3974000759 864942730 1971534293 864942730 1971534293 2092489639 2662228479 3217380708 3796841743 3217380708 1842114921 2968968094 1276993226 2968968094 2142032900 2968968094 2310811238 3217380708 4041573576 847961216 1868602760 2245384272 773607102 2246728737 3542456614 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3657471097,1,Train
50,50,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 3982076256 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 434045476 2245277810 1378530689 882399112 485463469 882399112 485463469 882399112 485463469 3218693969 951226070 3218693969 951226070,1,Train
51,51,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 994485099 3217380708 3982076256 3217380708 2353112200 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3776905034 3218693969 951226070,1,Train
52,52,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3957580956 847690172 314526925 2245384272 562443903 2245273601 1735424888 864662311 1542633699 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 3796841743 2092489639 662511025 2968968094 2803848648 2968968094 2142032900 2968968094 1276993226 3217380708 2510215966 864942730 10565946 3217380708 3983062349 3217380708 3820826669 2092489639 3345225135 3218693969 571978829 3218693969 951226070 2245384272 2251845666 2246728737 3542456614 3218693969 994485099 2245384272 74537039 3217380708 2741109499 2968968094 1276993226 2968968094 1275679867 3218693969 2070178920 3218693969 98466654 3218693969 69887201,1,Train
53,53,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 2135049455 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 2131356872 2976816164 3411433865 882399112 4039837947 882399112 4039837947 847957139 1083852209 2246728737 1861965050,1,Train
54,54,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 2238101436 3217380708 368531313 3189457552 2950679810 2976816164 2624895325 2968968094 1671770604 2976816164 172434485 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 2246728737 1861965050 2246728737 1861965050 3218693969 951226070 3218693969 951226070,1,Train
55,55,2865977551 3974000759 864942730 1971534293 864942730 1971534293 2092489639 2662228479 3217380708 3796841743 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3796841743 2092489639 1923187777 2968968094 2803848648 2968968094 2803848648 2092489639 963029399 2968968094 2803848648 2968968094 2310811238 3217380708 3798139026 2245384272 2251845666 2246728737 3542456614 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3657471097,1,Train
56,56,864942730 10565946 3217380708 3974650111 2092489639 3346582092 2245384272 2089117413 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 4121755354 3218693969 951226070 3218693969 951226070 2245384272 2089117413 2092489639 1923187777 2968968094 2811394787 2976033787 321337029 2132511834 3510196525 3217380708 3119383463 864942730 10565946 2245384272 912632640 2245384272 1173125914 2246728737 3542456614 3217380708 3128759172 2132511834 3727977332 2976816164 2828964885 2245384272 2766092170 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2245384272 913947419 2245384272 912632640 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 849275503 1169352347,1,Train
57,57,3189457552 1078211001 2968968094 4256629345 3217380708 1761226683 3218693969 994485099 3217380708 2353112200 3218693969 994485099 3217380708 2353112200 3218693969 994485099 3217380708 606428793 864942730 10565946 2132511834 3510196525 2976033787 4093258568 2968968094 2117068077 2968968094 1276993226 3217380708 1761226683 3218693969 994485099 3217380708 1761226683 2968968094 1910766508 2976816164 3862084845 847694221 1302508605 2246728737 1861965050 3217380708 2177590383 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1913726790 2245900962 551287920 847433064 2551483158,1,Train
58,58,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 4121755354 3218693969 994485099 2245384272 2835079913 864674487 2222715027 2246699815 4038637638 864942730 1510328189 2245277810 646111508 847694221 2575704555 2245384272 73745272 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3537123720 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 2246728737 3835273908,1,Train
59,59,864942730 10565946 3217380708 3182177290 2132511834 3510196525 2976033787 298374928 2968968094 517457164 2976033787 1228815484 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 1276993226 3217380708 2510215966 864942730 10565946 2092489639 228862830 2246728737 3657471097 2976033787 2439985312 2246728737 1858577693 2246728737 1858577693 2245273601 3081284555 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 548743766 2246728737 3537119515 2246728737 3537119515,1,Train
60,60,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 1890810400 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 1785683843 2976033787 3143838675 882399112 4041152544 847957139 1083852209 2246728737 1861965050,1,Train
61,61,864942730 10565946 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 1059124080 2041434490 631553871 2976816164 1243995854 3217380708 2154975788 3218693969 994485099 3217380708 2697110228 2041434490 1101907775 3217380708 2697110228 3218693969 994485099 2245384272 618671879 2246728737 3542456614 2245384272 618671879 2246728737 3542456614 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895 847957139 1083852209,1,Train
62,62,864942730 10565946 3217380708 2510215966 2092489639 662511025 2968968094 2803848648 2968968094 2142032900 2968968094 1276993226 3217380708 2473389857 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3918336191 847961216 1868602760 2245384272 773607102 2246728737 3542456614 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 4160054085 2245277810 3825371166 2245384272 1583009052 2245384272 1510461303 2245384272 1583799011 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246728737 3537123720 2246728737 3537123720 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1,Train
63,63,3189457552 2950679810 3217380708 368531313 3217380708 3334525955 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 951226070 2245384272 618671879 2246728737 3542456614 2976033787 3836271195 847690172 1188634672 2245384272 562443903 2245273601 3081284555 864662311 1542633699 2976033787 298374928 2132511834 3510196525 3217380708 3234104871 864942730 10565946 2968968094 1276993226 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 1276993226 3217380708 1761226683 3218693969 994485099 3217380708 1761226683 2968968094 1824088295 3218693969 951226070 3218693969 98513984 3218693969 951226070 2968968094 516041383 2976816164 4214532707 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1,Train
64,64,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1506993418 2246699815 3315826729 864942730 1510328189 847961216 1362518133 2245273601 4066851934 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 1790668568 3217380708 3918336191 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 4037090848 864942730 1510328189 864942795 1510323402 2246699815 4037090848 864942730 1510328189 864942795 1510323402 2245384272 4003049590 864674487 2115476908 3217380708 3162837314 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3835273908,1,Train
65,65,864942730 1510328189 2246699815 2806018737 847961216 1362518133 2245273601 2637439965 2246699815 2661865929 864942730 1510328189 864942795 1510323402 2246728737 3537119515 2976033787 2085103825 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 2976033787 469172305 2245273601 3411158823 864662311 1542633699 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 4223976160 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 4066851934 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 2970230672 847694221 2575708250 2245384272 1583799011 2245384272 1167322652 2246699815 2720617233 864942730 1510328189 864942795 1510323402 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2245384272 1506993418 2246699815 3328145258 864942730 1510328189 847957139 2591432844 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515,1,Train
66,66,882399112 485463469 2245277810 1312131881 882399112 485463469 882399112 485463469 3217380708 3933537673 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3957580956 847690172 314526925 2245384272 562443903 2245273601 1735424888 864662311 1542633699 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 2473389857 2092489639 662511025 2968968094 2803848648 2968968094 2142032900 2968968094 1276993226 3217380708 2510215966 864942730 10565946 3218693969 994485099 3217380708 3918336191 847961216 1868602760 2245384272 773607102 2246728737 3542456614 3218693969 994485099 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1,Train
67,67,864674487 2076190208 2246728737 3975275337 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 3124581743 2246728737 422715066 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895,1,Train
68,68,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 1890810400 2041434490 631553871 3217380708 542690499 3189457552 2697642734 2976033787 1705122788 2245277810 1342596238 882399112 485463469 882399112 485463469 882399112 485463469 2976033787 1530658475 882399112 4041152544 847957139 1083852209 2246728737 1861965050,1,Train
69,69,882399112 3337745083 3217380708 1856075173 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3217380708 2353112200 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 2800285969 2130998634 1710622492 3217380708 3320534880 2092489639 662511025 2968968094 2810604122 2976816164 3402570011 882399112 4039837947 882399112 4039837947 2968968094 3393501767 2041434490 55489393 3217380708 2706092527 847957139 1083852209 3217380708 2154975788 3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3776905034 3218693969 951226070,1,Train
70,70,864942730 1510328189 2246699815 411967733 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 3914061263 2968968094 1910766508 3217380708 3034212252 2041434490 2435680164 2092489639 2530048747 3218693969 572760528 3217380708 3334525955 2245384272 2258847507 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2246728737 1861965050 2246728737 1861965050 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3545365497,1,Train
71,71,1016841875 3452535345 3217380708 2424973678 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 2424973678 1016841875 3452535345 3217380708 4042373501 847961216 1790668568 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245384272 3908647167 847961216 717512901 2246699815 2455228386 847961216 828869727 2246699815 3315826729 864942730 1510328189 2245384272 2251883808 2092489639 3345225135 3217380708 3820826669 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 951226070 3217380708 2360741695 3218693969 951226070 3218693969 571978829 2245900962 551287920 847433064 2551483158 849275503 2669055056,1,Train
72,72,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1189417193 2976816164 739497037 2968968094 2119439498 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498 3217380708 2154975788 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245277810 994237755 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720,1,Train
