,sentence,classification
285,2246728737 1858577693 2976033787 1236795370 2968968094 517457164 2976033787 1397494279 2976033787 1397494279 2968968094 516041383 2976816164 957912009 882399112 4039837947 882399112 4039837947 3217380708 91144555 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2246728737 1861965050 2976816164 842517228 882399112 4039837947 2976033787 1226975992 864662311 266675433 2968968094 516041383 2976816164 773457308 2246728737 1861965050 2976816164 2433422477 864662311 265892994 2246699815 2323767245 864942730 1510328189 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189,1.0
286,2976816164 22113891 2976816164 773457308 2976033787 1397494279 2976033787 1397494279 2976816164 842517228 2976816164 3526465279 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 2300965267 2968968094 517457164 882399112 4041152544 2246728737 1861965050 882399112 4039837947 2976033787 1226975992 2968968094 516041383 864662311 266675433 2968968094 517457164 2976033787 1236795370 2246728737 1858577693 2246728737 1861965050 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 864942730 1510328189 864674487 1963848833 2246699815 2664995851 2246728737 3545365497 864942730 1510328189,1.0
287,2976816164 1621994190 2976816164 773457308 2976033787 1397494279 2976033787 1397494279 2976816164 842517228 2976816164 3526465279 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 2300965267 2968968094 517457164 882399112 4041152544 2246728737 1861965050 882399112 4039837947 2976033787 1226975992 2968968094 516041383 864662311 266675433 2968968094 2117068077 2968968094 2119439498 2246728737 1861965050 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 864942730 1510328189 864674487 1963848833 2246699815 4194366826 2245384272 1167322652 2245384272 1173125914 2246728737 3542456614 864942730 1510328189,1.0
288,2976816164 842517228 2976033787 1397494279 2976033787 1397494279 2976816164 773457308 2976816164 3101871423 2246699815 2323767245 2245384272 4018142848 864662311 1535166686 864942730 1510328189 2246728737 1861965050 2976033787 1236795370 2968968094 517457164 2246728737 1858577693 2246728737 1861965050 2968968094 516041383 2976033787 1226975992 864662311 266675433 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2246728737 1861965050 882399112 4039837947,1.0
289,2976033787 1397494279 2976033787 1397494279 2976816164 842517228 882399112 4039837947 2976816164 3526465279 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 2976033787 1226975992 864662311 266675433 2968968094 516041383 2976816164 773457308 2976816164 2433422477 864662311 265892994 2976033787 1236795370 2968968094 517457164 2246728737 1858577693 2246699815 3654747596 864942730 1510328189 2246728737 3545365497 2246728737 1861965050,1.0
290,2976033787 1397494279 2976816164 842517228 2976816164 3526465279 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 2300965267 2968968094 517457164 882399112 4041152544 2246728737 1861965050 2976033787 1226975992 2968968094 516041383 2976816164 773457308 2976033787 1397494279 2968968094 517457164 2976033787 1236795370 2246728737 1858577693 2976816164 2433422477 2246699815 2323767245 2245384272 4018142848 864662311 1535166686 864942730 1510328189 864662311 265892994 2246728737 1861965050 864662311 266675433 882399112 4039837947,1.0
291,2976816164 842517228 882399112 4039837947 2976033787 1226975992 2968968094 516041383 2976816164 773457308 2976033787 1397494279 2976033787 1397494279 2968968094 517457164 2976033787 2300965267 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2246728737 1861965050 882399112 4041152544 2968968094 517457164 2976033787 1236795370 2976816164 2433422477 864662311 265892994 2246699815 2323767245 864942730 1510328189 2245384272 3995043796 864674487 2222715027 2246699815 4038637638 864942730 1510328189 2245277810 1704599822 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2246728737 1858577693 2246728737 1861965050 864662311 266675433,1.0
292,2976033787 2300965267 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2976816164 842517228 2976033787 1397494279 2968968094 517457164 2976033787 1397494279 2968968094 517457164 2976033787 1226975992 864662311 266675433 2976816164 2433422477 2976816164 773457308 2246728737 1861965050 2968968094 516041383 2976033787 1226975992 864662311 266675433 864662311 265892994 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686 882399112 4039837947 2246728737 1861965050 882399112 4041152544,1.0
293,2976033787 1421345390 2976033787 1397494279 2976816164 778974661 2976033787 1566670564 2246699815 2810584343 2246699815 2680632905 864674487 2222715027 2245384272 4008337421 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 864942730 1510328189 864942730 1510328189 2976033787 1236995907 2968968094 517457164 2246728737 1858577693 2968968094 516041383 2976033787 1228528465 2976033787 2252049393 2976816164 360202480 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 2300965267 2968968094 517457164 882399112 4041152544 2246728737 1861965050 864662311 266675433 2246728737 1861965050,1.0
294,2976033787 1421345390 2976033787 1397494279 2976816164 778974661 2976033787 1566670564 2246699815 2239803886 2245384272 4018142848 864662311 1535166686 864942730 1510328189 2976033787 1236995907 2968968094 517457164 2246728737 1858577693 2968968094 516041383 2976033787 1228528465 2976033787 2252049393 2976816164 360202480 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 2300965267 2968968094 517457164 882399112 4041152544 2246728737 1861965050 864662311 266675433 2246728737 1861965050,1.0
295,2976816164 842517228 2976033787 1397494279 2976033787 1397494279 2976816164 773457308 2976816164 809080546 2246699815 3654747596 2246728737 3545365497 864942730 1510328189 864662311 265892994 2968968094 2119439498 2968968094 2117068077 2246728737 1861965050 2968968094 516041383 2976033787 1226975992 864662311 266675433 2968968094 517457164 2976033787 3027150250 2246728737 1858577693 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2246728737 1861965050 882399112 4039837947,1.0
296,2976033787 1397494279 2976816164 842517228 2976816164 3526465279 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 2976033787 1226975992 2968968094 516041383 2976816164 773457308 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 809080546 2246699815 1521289298 2245273601 1626281205 864674487 2807496773 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2246728737 3537119515 864942730 1510328189 864662311 265892994 2246728737 1861965050 864662311 266675433 882399112 4039837947,1.0
297,2976033787 1421345390 2976033787 1397494279 2976816164 773457308 2976816164 809080546 2246699815 2323767245 2245384272 4018142848 864662311 1535166686 864942730 1510328189 864662311 265892994 2968968094 2119439498 2968968094 2117068077 2968968094 516041383 2976033787 1228528465 2976033787 2252049393 2976816164 360202480 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 2300965267 2968968094 517457164 882399112 4041152544 2246728737 1861965050 864662311 266675433 2246728737 1861965050,1.0
298,2976816164 1621994190 864674487 1963848833 2246699815 4194366826 864942730 1510328189 2245384272 1167322652 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2976816164 773457308 2976033787 1397494279 2976033787 1421345390 2976033787 2252049393 2976816164 360202480 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 2300965267 882399112 4041152544 2968968094 517457164 2246728737 1861965050 2976033787 1228528465 864662311 266675433 2968968094 516041383 2968968094 2117068077 2968968094 2119439498 2246728737 1861965050 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686,1.0
299,2976033787 1397494279 2976816164 842517228 2976816164 3526465279 3217380708 1353626381 3218693969 994494548 3217380708 16198379 3217380708 2424985567 3218693969 2605374084 1016841875 3452535345 864942730 10565946 2976033787 2300965267 2968968094 517457164 882399112 4041152544 2246728737 1861965050 2976033787 1226975992 2968968094 516041383 2976816164 773457308 2976033787 1397494279 2968968094 517457164 2976033787 1236795370 2976816164 2433422477 2246699815 2323767245 2245384272 4018142848 864662311 1535166686 864942730 1510328189 864662311 265892994 2246728737 1858577693 2246728737 1861965050 864662311 266675433 882399112 4039837947,1.0
300,2976816164 22113891 2976816164 773457308 2976033787 1397494279 2976033787 1397494279 2976816164 1082128421 2976816164 3526465279 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 1016841875 4264704113 2976033787 1226975992 2968968094 516041383 864662311 266675433 2968968094 517457164 2976033787 1236795370 2246728737 1858577693 2246728737 1861965050 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 864942730 1510328189 864674487 1963848833 2246699815 4194366826 2245384272 1167322652 2245384272 1173125914 2246728737 3542456614 864942730 1510328189,1.0
301,2976033787 1421345390 2976033787 1397494279 2976816164 773457308 2976816164 809080546 2246699815 2323767245 2245384272 4018142848 864662311 1535166686 864942730 1510328189 864662311 265892994 2968968094 2119439498 2968968094 2117068077 2968968094 516041383 2976033787 1228528465 2976033787 2252049393 2976816164 360202480 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 3027150250 2968968094 517457164 2246728737 1858577693 2246728737 1861965050 864662311 266675433 2246728737 1861965050,1.0
302,2976033787 1421345390 2976033787 1397494279 2976816164 773457308 2976816164 809080546 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 864942730 1510328189 864662311 265892994 2968968094 2119439498 2968968094 2117068077 2968968094 516041383 2976033787 1228528465 2976033787 2252049393 2976816164 360202480 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 3027150250 2968968094 517457164 2246728737 1858577693 2246728737 1861965050 864662311 266675433 2246728737 1861965050,1.0
303,2976033787 1421345390 2976033787 1397494279 2976816164 773457308 2976816164 809080546 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 4194366826 2245384272 1167322652 2245384272 1167322652 2246699815 4278941385 864662311 1533864325 864942730 1510328189 864942730 1510328189 864942730 1510328189 864662311 265892994 2968968094 2119439498 2968968094 2117068077 2968968094 516041383 2976033787 1228528465 2976033787 2252049393 2976816164 360202480 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 3027150250 2968968094 517457164 2246728737 1858577693 2246728737 1861965050 864662311 266675433 2246728737 1861965050,1.0
304,2976816164 360202480 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 3218693969 951239203 3218693969 2604585747 864942730 10565946 2976033787 2300965267 2968968094 517457164 2976033787 1421345390 2976033787 1397494279 2976816164 773457308 2968968094 516041383 2976033787 1228528465 2976033787 2252049393 864662311 266675433 2976816164 2433422477 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686 864662311 265892994 2976033787 1236795370 2968968094 517457164 2246728737 1858577693 2246728737 1861965050 882399112 4041152544 2246728737 1861965050,1.0
305,2976816164 773457308 2976033787 1397494279 2976033787 1421345390 2976033787 2252049393 2976816164 360202480 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 2976033787 1228528465 2968968094 516041383 864662311 266675433 2968968094 2117068077 2968968094 2119439498 2976816164 809080546 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 864942730 1510328189 864662311 265892994 2246728737 1861965050,1.0
306,2976816164 773457308 2976816164 809080546 2246699815 2323767245 864942730 1510328189 2245384272 3995043796 864674487 2222715027 2246699815 4194366826 2245384272 1167322652 2245384272 1167322652 2246699815 2720617233 864942730 1510328189 864942795 1510323402 864942730 1510328189 2968968094 2119439498 2968968094 2117068077 2976033787 1397494279 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 3218693969 951239203 3218693969 2604585747 2976816164 360202480 2976033787 2252049393 2976033787 1228528465 2968968094 516041383 864662311 266675433 2246728737 1861965050 864942730 10565946 864662311 265892994 2246728737 1861965050 3737048253,1.0
307,2245384272 1173125914 2246728737 3542456614 2245384272 1510461303 2245384272 1167322652 2246699815 4194366826 864942730 1510328189 864674487 1963848833 2976816164 1621994190 2968968094 2119439498 2968968094 2117068077 2976033787 1397494279 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 360202480 2246728737 1861965050 2976033787 2252049393 2976033787 1228528465 864662311 266675433 2968968094 516041383 2976816164 773457308 2246728737 1861965050 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686,1.0
308,2976816164 773457308 2976816164 22113891 864674487 1963848833 2246699815 4194366826 864942730 1510328189 2245384272 2064788354 2246728737 3542456614 2976033787 1236795370 2968968094 517457164 2976033787 1397494279 2976033787 1397494279 2976816164 842517228 882399112 4039837947 2976816164 3526465279 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 2300965267 882399112 4041152544 2968968094 517457164 2246728737 1861965050 2976033787 1226975992 864662311 266675433 2968968094 516041383 2246728737 1858577693 2246699815 268019412 1026928756 4016612405 2246728737 2592252298 864942730 1510328189 2246728737 1861965050,1.0
309,2246728737 2592252298 1026928756 4016612405 2246699815 268019412 864942730 1510328189 2976816164 2433422477 864662311 265892994 2976033787 1236795370 2246728737 1858577693 2968968094 517457164 2976033787 1397494279 2976033787 1397494279 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2246728737 1861965050 2976816164 842517228 882399112 4039837947 2976033787 1226975992 864662311 266675433 2968968094 516041383 2976816164 773457308 2246728737 1861965050,1.0
310,2976816164 773457308 2976033787 1397494279 2976033787 1397494279 2976816164 842517228 2976816164 3526465279 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 882399112 4039837947 2976033787 1226975992 2968968094 516041383 864662311 266675433 2968968094 517457164 2976033787 1476555001 2976816164 2433422477 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 864942730 1510328189 864662311 265892994 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2246728737 1861965050,1.0
311,2246728737 1858577693 2976033787 1236795370 2968968094 517457164 2976033787 1397494279 2976033787 1397494279 2968968094 517457164 2976033787 2300965267 882399112 4041152544 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2246728737 1861965050 2976816164 842517228 882399112 4039837947 2976033787 1226975992 864662311 266675433 2968968094 516041383 2976816164 773457308 2246728737 1861965050 2976816164 2433422477 864662311 265892994 2246699815 2323767245 864942730 1510328189 2245384272 2932363931 1016841875 198706261,1.0
312,864662311 266675433 2976033787 4213529799 2041434490 616028266 3217380708 658782932 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 2850656190 2132511834 2296493092 3217380708 3182177290 864942730 10565946,1.0
313,2246728737 3657471097 2092489639 2975116251 3217380708 3925172229 864942730 10565946 2976033787 4213529799 864662311 266675433 2041434490 616028266 3217380708 658782932 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743,1.0
314,2246728737 3657471097 2092489639 2975116251 3217380708 2510215966 864942730 10565946 2968968094 3625967751 2041434490 55489393 3217380708 658782932 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083 3217380708 3982076256 3218693969 994485099 3217380708 1428903162 3218693969 951226070 3218693969 951226070 3217380708 3796841743 848127915 271903915 864942795 2378775366 864942730 2378779377,1.0
315,864942795 2378775366 848127915 271903915 864942730 2378779377 3217380708 1428903162 3218693969 951226070 3218693969 951226070 3217380708 2850656190 2132511834 2296493092 3217380708 3234104871 864942730 10565946 2968968094 3625967751 2041434490 55489393 3217380708 658782932 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345 3217380708 3982076256 3218693969 994485099,1.0
316,2246728737 3657471097 2092489639 2975116251 3217380708 2510215966 864942730 10565946 2968968094 3625967751 2041434490 55489393 3217380708 658782932 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743,1.0
317,2246728737 3542456614 2245384272 592593828 848128881 3010410747 2245384272 592593828 2246728737 3542456614 2245384272 603510687 2245384272 2257970297 2092489639 3346582092 3217380708 2510215966 864942730 10565946 2968968094 3625967751 2041434490 55489393 3217380708 658782932 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083 3217380708 3982076256 3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743,1.0
318,864662311 266675433 2976033787 4213529799 2041434490 616028266 3217380708 658782932 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345 3217380708 3982076256 3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 2850656190 2132511834 2296493092 3217380708 3182177290 864942730 10565946,1.0
319,864942795 2378775366 848127915 271903915 864942730 2378779377 3217380708 1428903162 3218693969 951226070 3218693969 951226070 3217380708 2850656190 2132511834 2296493092 3217380708 3234104871 864942730 10565946 2968968094 3625967751 2041434490 55489393 3217380708 658782932 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3218693969 994485099,1.0
320,1016841875 3452535345 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 2850656190 2132511834 2296493092 3217380708 3234104871 864942730 10565946 2968968094 3625967751 2041434490 55489393 3217380708 658782932 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3218693969 994485099,1.0
321,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 616028266 2976033787 1180614244 864674487 1979311206 2246699815 3726304495 848128881 994637429 2246728737 3818546315 2246728737 3818546315 864942730 1510328189 3217380708 3925172229 2092489639 2975116251 2246728737 3657471097 864942730 10565946 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
322,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 616028266 2976033787 4213529799 864662311 266675433 3217380708 3925172229 2092489639 3346582092 2245384272 2257970297 2245384272 1173346717 2245900962 141882433 847433064 2551483158 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083,1.0
323,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 2510215966 2092489639 3346582092 2245384272 2257970297 2245384272 1789200865 999334238 1135846284 2245384272 1782291908 2246728737 3542456614 864942730 2228063684 864942730 2228063684 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083,1.0
324,2246728737 3657471097 2092489639 2975116251 3217380708 3925172229 864942730 10565946 2976033787 4213529799 864662311 266675433 2041434490 616028266 3217380708 658782932 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083 3217380708 3982076256 3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743,1.0
325,3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 994485099 3217380708 3982076256 3217380708 3796841743 2092489639 3346582092 3217380708 2510215966 2968968094 3625967751 2041434490 55489393 3217380708 658782932 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 10565946 2245384272 1251805712 984189120 1754567422 2246728737 3826141526 2246728737 3826141526 864942730 2235918822 1016841875 3452535345,1.0
326,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 616028266 2976033787 4213529799 864662311 266675433 3217380708 3925172229 2092489639 2975116251 2246728737 3657471097 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345,1.0
327,2976033787 166315604 2041434490 616028266 3217380708 658782932 3217380708 3982076256 3217380708 2850656190 3218693969 951226070 3218693969 951226070 3217380708 1428903162 3218693969 994485099 848127915 271903915 864942730 2378779377 864942795 2378775366 2132511834 2296493092 3217380708 3182177290 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345 2246728737 1858577693,1.0
328,3218693969 994485099 3217380708 1428903162 848127915 271903915 864942730 2378779377 864942795 2378775366 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 2510215966 2092489639 3346582092 2245384272 4157438804 864674487 2222621677 2246728737 3975275337 864942730 10565946 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
329,3218693969 994485099 3217380708 1428903162 848127915 271903915 864942795 2378775366 864942730 2378779377 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 2510215966 864942730 10565946 2092489639 2975116251 2246728737 3657471097 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
330,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 2850656190 3217380708 3982076256 3217380708 658782932 2041434490 616028266 2976033787 1180614244 3217380708 3182177290 864942730 10565946 2132511834 2296493092 864674487 1979311206 2246699815 4038637638 2245277810 1704599822 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 864942730 1510328189 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
331,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 2510215966 2092489639 3346582092 2245384272 2258843522 2245273601 1674219510 2245384272 4022716898 864662311 1535166686 864662311 1542633699 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083,1.0
332,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 2850656190 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 3234104871 2132511834 2296493092 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345,1.0
333,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 616028266 2976033787 4213529799 864662311 266675433 3217380708 3925172229 2092489639 3346582092 2245384272 2257970297 2245384272 4023654873 864662311 1535166686 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083,1.0
334,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 2850656190 3217380708 3982076256 3217380708 658782932 2041434490 616028266 2976033787 131082646 3217380708 3182177290 864942730 10565946 2132511834 2296493092 2246699815 892756502 864674487 2222715027 2245384272 3994088662 2246728737 3542456614 864942730 1510328189 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083,1.0
335,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 2510215966 864942730 10565946 2092489639 2975116251 2246728737 3657471097 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083,1.0
336,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 2510215966 864942730 10565946 2092489639 3346582092 2245384272 2258847507 2245277810 69470421 882399112 485463469 882399112 485463469 882399112 485463469 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
337,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 2510215966 2092489639 3346582092 2245384272 2252199331 2245900962 3633369638 2245897107 3492293582 864942730 10565946 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
338,1016841875 3452535345 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 3218693969 994485099 3351556771 1791250428 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 2245384272 2257970297 2245384272 1510461303 2245384272 787069595 847961216 717723595 2246728737 3824063894 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
