,sentence,classification,set
337,1016841875 3452535345 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1445852595 847957139 1083852209 3217380708 4041573576 847961216 1868602760 2245384272 787069595 2245384272 4023654873 864662311 1535166686 3218693969 951226070 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3218693969 951226070 3218693969 951226070,0.0,train
338,1016841875 3452535345 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1445852595 847957139 1083852209 3217380708 4041573576 847961216 1868602760 2245384272 787069595 2245384272 1510461303 2245384272 4023654873 864662311 1535166686 3218693969 951226070 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3218693969 951226070 3218693969 951226070,0.0,train
339,1016841875 3452535345 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3218693969 951226070 3218693969 951226070,0.0,train
340,864942730 1510328189 2246699815 1054767590 847961216 717512901 2245384272 773712949 2246703798 535847852 2246997334 3696402029 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,train
341,1016841875 3452535345 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1173125914 2246728737 3542456614 3218693969 951226070 3218693969 951226070,0.0,train
342,1016841875 3452535345 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3218693969 951226070 3218693969 951226070,0.0,train
343,864942730 1510328189 2246699815 1054767590 847961216 1362518133 2245273601 2635303940 2246728737 3537119515 2246728737 3537119515 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,train
344,864942730 1510328189 2246699815 1054767590 847961216 717512901 2245384272 773607102 2246728737 3542456614 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,train
345,1016841875 3452535345 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070,0.0,train
346,864942730 1510328189 2246699815 1054767590 847961216 717512901 2245384272 787069595 2245384272 1173125914 2246728737 3542456614 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,train
347,864942730 1510328189 2246699815 1054767590 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,train
348,2041434490 1101907775 3217380708 2697110228 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1446633534 847957139 1083852209 2245384272 2089117413 2092489639 3346539298 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 1163048604 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,train
349,2865977551 2033980123 864942730 1971534293 864942730 1971534293 2092489639 332168919 2976816164 3405578652 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 1135286194 864674487 431202968 2245273601 1619222458 2246728737 3537119515 2246728737 3537119515 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 951226070 2246728737 1858577693 2968968094 2810604122 2092489639 2916997041 2246728737 3657471097 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070,1.0,train
350,2865977551 2033980123 864942730 1971534293 864942730 1971534293 2092489639 332168919 2976816164 3405578652 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 431202968 2245273601 1619222458 2246728737 3537119515 2246728737 3537119515 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 1858577693 2968968094 2810604122 2092489639 2916997041 2246728737 3657471097 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070,0.0,train
351,2865977551 2033980123 864942730 1971534293 864942730 1971534293 2092489639 332168919 2976816164 3405578652 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070 2246728737 1858577693 2968968094 2810604122 2092489639 2916997041 2246728737 3657471097 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070,0.0,train
352,2865977551 2033980123 864942730 1971534293 864942730 1971534293 2092489639 332168919 2976816164 3405578652 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 1135286194 864674487 2115476908 2245384272 3994088662 2246728737 3542456614 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 951226070 2246728737 1858577693 2968968094 2810604122 2092489639 2916997041 2246728737 3657471097 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070,0.0,train
353,2865977551 4162792596 864942730 1971534293 864942730 1971534293 2132511834 100267188 2968968094 458873279 2976816164 3405578652 2092489639 332168919 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 431202968 2245273601 1619222458 2246728737 3537119515 2246728737 3537119515 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 1858577693,0.0,train
354,1016841875 3452535345 3217380708 2424973678 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 2245384272 2297583734 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2976816164 3405578652 2092489639 332168919 2865977551 2033980123 864942730 1971534293 864942730 1971534293 2092489639 2916997041 2968968094 2810604122 2246728737 3657471097 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070 2968968094 516041383 2976033787 732795900 2246728737 1858577693,0.0,train
355,2865977551 2033980123 864942730 1971534293 864942730 1971534293 2092489639 332168919 2976816164 3405578652 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 431202968 2245273601 1619222458 2246728737 3537119515 2246728737 3537119515 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 1858577693 2968968094 2810604122 2092489639 1497079384 2245384272 2251845666 2246728737 3542456614 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070,0.0,train
356,2865977551 2033980123 864942730 1971534293 864942730 1971534293 2092489639 332168919 2976816164 3405578652 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 431202968 2245273601 1619222458 2246728737 3537119515 2246728737 3537119515 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 1858577693 2968968094 2810604122 2092489639 763655771 2245273601 806369437 2246728737 3537119515 2246728737 3537119515 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070,0.0,train
357,2865977551 2033980123 864942730 1971534293 864942730 1971534293 2092489639 332168919 2976816164 3405578652 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 411967733 864942730 1510328189 2246728737 3545365497 3218693969 951226070 3218693969 951226070 2246728737 1858577693 2968968094 2810604122 2092489639 2916997041 2246728737 3657471097 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070,0.0,train
358,2865977551 4162792596 864942730 1971534293 864942730 1971534293 2132511834 100267188 2968968094 458873279 2976816164 3405578652 2092489639 332168919 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2115476908 2245384272 3994088662 2246728737 3542456614 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 1858577693,0.0,train
359,2865977551 4162792596 864942730 1971534293 864942730 1971534293 2132511834 100267188 2968968094 458873279 2976816164 3405578652 2092489639 332168919 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2115476908 2245384272 4003049590 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 1858577693,0.0,train
360,2865977551 4162792596 864942730 1971534293 864942730 1971534293 2132511834 100267188 2968968094 458873279 2976816164 3405578652 2092489639 332168919 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 1858577693,0.0,train
361,2865977551 4162792596 864942730 1971534293 864942730 1971534293 2132511834 100267188 2968968094 458873279 2976816164 3405578652 2092489639 332168919 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1173125914 2246728737 3542456614 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 1858577693,0.0,train
362,2865977551 4162792596 864942730 1971534293 864942730 1971534293 2132511834 100267188 2968968094 458873279 2976816164 3405578652 2092489639 332168919 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 1858577693,0.0,train
363,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 1626281205 864674487 2807475527 2246728737 3975275337 2246728737 3537119515 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
364,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 3995043796 864674487 2222621677 2246728737 3975275337 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
365,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 2579634572 864662311 1542633699 2246728737 3537119515 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
366,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
367,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 3995043796 864674487 2222621677 2246728737 3975275337 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
368,3351556771 1792562719 3218693969 54936104 3217380708 4036277955 2041434490 1101907775 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 3995043796 864674487 2222621677 2246728737 3975275337 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498 2246728737 422715066,1.0,train
369,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 3995043796 864674487 2215059400 2245384272 3994088662 2246728737 3542456614 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
370,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 3982076256 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 1857396528 882399112 3337745083 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 3995043796 864674487 2222621677 2246728737 3975275337 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
371,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 1626281205 864674487 2807475527 2246728737 3975275337 2246728737 3537119515 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
372,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4089138501 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 3995043796 864674487 2222621677 2246728737 3975275337 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498 3217380708 1857396528 882399112 3337745083 3218693969 951226070 3218693969 951226070,1.0,train
373,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 1065073467 864674487 2807475527 2246728737 3975275337 864674487 2807475527 2246728737 3975275337 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
374,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 2064788354 2246728737 3542456614 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
375,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 1626281205 864674487 2814583100 2245384272 3994088662 2246728737 3542456614 2246728737 3537119515 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
376,3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2041434490 1100037548 3217380708 170727310 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 4089138501 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 3995043796 864674487 2222621677 2246728737 3975275337 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498 3217380708 1856075173 882399112 3337745083,1.0,train
377,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 459725929 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3918336191 847961216 1868602760 2245384272 773607102 2246728737 3542456614 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 4159771440 2245273601 1409451322 2246699815 4222851645 864942730 1510328189 847961216 1693331843 2976033787 623728226 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2246728737 3537119515 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1449131080 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3835273908,1.0,train
