,classification,mol_sentence
822,0.0,MolSentence with 52 words
823,1.0,MolSentence with 28 words
824,0.0,MolSentence with 34 words
825,1.0,MolSentence with 24 words
826,1.0,MolSentence with 32 words
827,1.0,MolSentence with 58 words
828,0.0,MolSentence with 58 words
829,0.0,MolSentence with 70 words
830,0.0,MolSentence with 78 words
831,1.0,MolSentence with 40 words
832,1.0,MolSentence with 38 words
833,1.0,MolSentence with 38 words
834,1.0,MolSentence with 40 words
835,1.0,MolSentence with 50 words
836,1.0,MolSentence with 60 words
837,1.0,MolSentence with 58 words
838,1.0,MolSentence with 54 words
839,1.0,MolSentence with 34 words
840,0.0,MolSentence with 34 words
841,1.0,MolSentence with 34 words
842,0.0,MolSentence with 38 words
843,1.0,MolSentence with 58 words
844,0.0,MolSentence with 56 words
845,0.0,MolSentence with 60 words
846,0.0,MolSentence with 60 words
847,1.0,MolSentence with 42 words
848,1.0,MolSentence with 36 words
849,1.0,MolSentence with 42 words
850,1.0,MolSentence with 36 words
851,1.0,MolSentence with 39 words
852,0.0,MolSentence with 38 words
853,1.0,MolSentence with 33 words
854,1.0,MolSentence with 34 words
855,1.0,MolSentence with 30 words
856,1.0,MolSentence with 32 words
857,1.0,MolSentence with 32 words
858,1.0,MolSentence with 64 words
859,1.0,MolSentence with 60 words
860,1.0,MolSentence with 56 words
861,1.0,MolSentence with 38 words
862,1.0,MolSentence with 26 words
863,1.0,MolSentence with 28 words
864,1.0,MolSentence with 38 words
865,1.0,MolSentence with 44 words
866,1.0,MolSentence with 40 words
867,1.0,MolSentence with 42 words
868,1.0,MolSentence with 42 words
869,1.0,MolSentence with 44 words
870,1.0,MolSentence with 46 words
871,1.0,MolSentence with 54 words
872,1.0,MolSentence with 46 words
873,1.0,MolSentence with 46 words
874,1.0,MolSentence with 56 words
875,1.0,MolSentence with 46 words
876,1.0,MolSentence with 40 words
877,1.0,MolSentence with 32 words
878,1.0,MolSentence with 34 words
879,1.0,MolSentence with 30 words
880,1.0,MolSentence with 46 words
881,1.0,MolSentence with 46 words
882,1.0,MolSentence with 42 words
883,1.0,MolSentence with 30 words
884,1.0,MolSentence with 40 words
885,1.0,MolSentence with 56 words
886,1.0,MolSentence with 52 words
887,1.0,MolSentence with 44 words
888,1.0,MolSentence with 46 words
889,1.0,MolSentence with 42 words
890,1.0,MolSentence with 44 words
891,1.0,MolSentence with 66 words
892,1.0,MolSentence with 64 words
893,1.0,MolSentence with 60 words
894,1.0,MolSentence with 40 words
895,1.0,MolSentence with 46 words
896,1.0,MolSentence with 38 words
897,0.0,MolSentence with 54 words
898,1.0,MolSentence with 52 words
899,1.0,MolSentence with 52 words
900,0.0,MolSentence with 120 words
901,0.0,MolSentence with 116 words
902,0.0,MolSentence with 100 words
903,0.0,MolSentence with 54 words
904,0.0,MolSentence with 62 words
905,0.0,MolSentence with 60 words
906,0.0,MolSentence with 32 words
907,0.0,MolSentence with 34 words
908,1.0,MolSentence with 30 words
909,0.0,MolSentence with 50 words
910,0.0,MolSentence with 50 words
911,0.0,MolSentence with 52 words
912,0.0,MolSentence with 112 words
913,0.0,MolSentence with 96 words
914,0.0,MolSentence with 114 words
915,0.0,MolSentence with 90 words
916,0.0,MolSentence with 90 words
917,0.0,MolSentence with 84 words
918,0.0,MolSentence with 60 words
919,0.0,MolSentence with 60 words
920,0.0,MolSentence with 44 words
921,1.0,MolSentence with 40 words
922,1.0,MolSentence with 38 words
923,1.0,MolSentence with 38 words
924,1.0,MolSentence with 38 words
925,1.0,MolSentence with 50 words
926,1.0,MolSentence with 38 words
927,1.0,MolSentence with 40 words
928,1.0,MolSentence with 46 words
929,1.0,MolSentence with 44 words
930,1.0,MolSentence with 42 words
931,1.0,MolSentence with 40 words
932,1.0,MolSentence with 48 words
933,1.0,MolSentence with 42 words
934,1.0,MolSentence with 42 words
935,1.0,MolSentence with 44 words
936,0.0,MolSentence with 48 words
937,0.0,MolSentence with 56 words
938,0.0,MolSentence with 52 words
939,1.0,MolSentence with 46 words
940,1.0,MolSentence with 50 words
941,1.0,MolSentence with 50 words
942,0.0,MolSentence with 36 words
943,1.0,MolSentence with 40 words
944,1.0,MolSentence with 56 words
945,1.0,MolSentence with 38 words
946,1.0,MolSentence with 36 words
947,1.0,MolSentence with 38 words
948,1.0,MolSentence with 38 words
949,1.0,MolSentence with 38 words
950,1.0,MolSentence with 54 words
951,0.0,MolSentence with 40 words
952,0.0,MolSentence with 44 words
953,0.0,MolSentence with 46 words
954,0.0,MolSentence with 48 words
955,0.0,MolSentence with 50 words
956,1.0,MolSentence with 50 words
957,1.0,MolSentence with 88 words
958,1.0,MolSentence with 84 words
959,1.0,MolSentence with 86 words
960,1.0,MolSentence with 42 words
961,1.0,MolSentence with 52 words
962,1.0,MolSentence with 34 words
963,1.0,MolSentence with 26 words
964,1.0,MolSentence with 30 words
965,1.0,MolSentence with 30 words
966,1.0,MolSentence with 62 words
967,1.0,MolSentence with 62 words
968,1.0,MolSentence with 60 words
969,0.0,MolSentence with 24 words
970,0.0,MolSentence with 24 words
971,0.0,MolSentence with 24 words
972,1.0,MolSentence with 42 words
973,1.0,MolSentence with 38 words
974,1.0,MolSentence with 44 words
975,1.0,MolSentence with 118 words
976,1.0,MolSentence with 120 words
977,0.0,MolSentence with 110 words
978,1.0,MolSentence with 52 words
979,1.0,MolSentence with 52 words
980,1.0,MolSentence with 54 words
981,1.0,MolSentence with 62 words
982,0.0,MolSentence with 70 words
983,0.0,MolSentence with 70 words
984,1.0,MolSentence with 50 words
985,1.0,MolSentence with 40 words
986,1.0,MolSentence with 52 words
987,1.0,MolSentence with 46 words
988,1.0,MolSentence with 48 words
989,1.0,MolSentence with 54 words
990,1.0,MolSentence with 30 words
991,1.0,MolSentence with 18 words
992,1.0,MolSentence with 18 words
993,1.0,MolSentence with 52 words
994,1.0,MolSentence with 52 words
995,1.0,MolSentence with 52 words
996,1.0,MolSentence with 56 words
997,1.0,MolSentence with 58 words
998,1.0,MolSentence with 44 words
999,1.0,MolSentence with 38 words
1000,1.0,MolSentence with 40 words
1001,1.0,MolSentence with 36 words
1002,1.0,MolSentence with 48 words
1003,1.0,MolSentence with 36 words
1004,1.0,MolSentence with 28 words
1005,1.0,MolSentence with 62 words
1006,1.0,MolSentence with 42 words
1007,1.0,MolSentence with 42 words
1008,1.0,MolSentence with 36 words
1009,1.0,MolSentence with 40 words
1010,1.0,MolSentence with 62 words
1011,1.0,MolSentence with 56 words
1012,1.0,MolSentence with 38 words
1013,1.0,MolSentence with 38 words
1014,1.0,MolSentence with 44 words
1015,1.0,MolSentence with 48 words
1016,1.0,MolSentence with 68 words
1017,1.0,MolSentence with 62 words
1018,1.0,MolSentence with 58 words
1019,1.0,MolSentence with 60 words
1020,1.0,MolSentence with 54 words
1021,1.0,MolSentence with 56 words
1022,1.0,MolSentence with 38 words
1023,1.0,MolSentence with 44 words
1024,1.0,MolSentence with 36 words
1025,1.0,MolSentence with 42 words
1026,1.0,MolSentence with 44 words
1027,1.0,MolSentence with 46 words
1028,1.0,MolSentence with 56 words
1029,1.0,MolSentence with 60 words
1030,1.0,MolSentence with 42 words
1031,1.0,MolSentence with 50 words
1032,1.0,MolSentence with 32 words
1033,1.0,MolSentence with 32 words
1034,1.0,MolSentence with 46 words
1035,1.0,MolSentence with 44 words
1036,1.0,MolSentence with 38 words
1037,1.0,MolSentence with 48 words
1038,1.0,MolSentence with 42 words
1039,1.0,MolSentence with 44 words
1040,1.0,MolSentence with 46 words
1041,1.0,MolSentence with 46 words
1042,1.0,MolSentence with 40 words
1043,1.0,MolSentence with 36 words
1044,1.0,MolSentence with 58 words
1045,1.0,MolSentence with 62 words
1046,1.0,MolSentence with 38 words
1047,1.0,MolSentence with 36 words
1048,1.0,MolSentence with 60 words
1049,1.0,MolSentence with 44 words
1050,1.0,MolSentence with 46 words
1051,1.0,MolSentence with 44 words
1052,1.0,MolSentence with 66 words
1053,1.0,MolSentence with 64 words
1054,1.0,MolSentence with 42 words
1055,1.0,MolSentence with 46 words
1056,1.0,MolSentence with 26 words
1057,1.0,MolSentence with 24 words
1058,1.0,MolSentence with 42 words
1059,1.0,MolSentence with 40 words
1060,1.0,MolSentence with 40 words
1061,1.0,MolSentence with 26 words
1062,1.0,MolSentence with 40 words
1063,1.0,MolSentence with 40 words
1064,1.0,MolSentence with 62 words
1065,1.0,MolSentence with 66 words
1066,1.0,MolSentence with 32 words
1067,1.0,MolSentence with 36 words
1068,1.0,MolSentence with 46 words
1069,1.0,MolSentence with 48 words
1070,1.0,MolSentence with 68 words
1071,1.0,MolSentence with 66 words
1072,1.0,MolSentence with 78 words
1073,1.0,MolSentence with 78 words
1074,1.0,MolSentence with 34 words
1075,1.0,MolSentence with 36 words
1076,1.0,MolSentence with 50 words
1077,1.0,MolSentence with 38 words
1078,1.0,MolSentence with 44 words
1079,1.0,MolSentence with 46 words
1080,1.0,MolSentence with 48 words
1081,1.0,MolSentence with 54 words
1082,1.0,MolSentence with 48 words
1083,1.0,MolSentence with 30 words
1084,1.0,MolSentence with 38 words
1085,1.0,MolSentence with 32 words
1086,1.0,MolSentence with 38 words
1087,1.0,MolSentence with 36 words
1088,1.0,MolSentence with 36 words
1089,1.0,MolSentence with 44 words
1090,1.0,MolSentence with 48 words
1091,1.0,MolSentence with 50 words
1092,1.0,MolSentence with 50 words
1093,1.0,MolSentence with 48 words
1094,1.0,MolSentence with 68 words
1095,1.0,MolSentence with 60 words
1096,1.0,MolSentence with 50 words
1097,1.0,MolSentence with 58 words
1098,1.0,MolSentence with 42 words
1099,1.0,MolSentence with 44 words
1100,0.0,MolSentence with 66 words
1101,0.0,MolSentence with 62 words
1102,0.0,MolSentence with 126 words
1103,0.0,MolSentence with 124 words
1104,0.0,MolSentence with 106 words
1105,0.0,MolSentence with 116 words
1106,0.0,MolSentence with 54 words
1107,0.0,MolSentence with 55 words
1108,0.0,MolSentence with 116 words
1109,0.0,MolSentence with 114 words
1110,0.0,MolSentence with 47 words
1111,0.0,MolSentence with 56 words
1112,0.0,MolSentence with 60 words
1113,0.0,MolSentence with 56 words
1114,0.0,MolSentence with 64 words
1115,0.0,MolSentence with 62 words
1116,0.0,MolSentence with 56 words
1117,0.0,MolSentence with 44 words
1118,0.0,MolSentence with 48 words
1119,0.0,MolSentence with 43 words
1120,1.0,MolSentence with 34 words
1121,1.0,MolSentence with 34 words
1122,1.0,MolSentence with 54 words
1123,1.0,MolSentence with 54 words
1124,1.0,MolSentence with 66 words
1125,1.0,MolSentence with 62 words
1126,0.0,MolSentence with 70 words
1127,0.0,MolSentence with 74 words
1128,1.0,MolSentence with 38 words
1129,1.0,MolSentence with 52 words
1130,1.0,MolSentence with 32 words
1131,1.0,MolSentence with 34 words
1132,1.0,MolSentence with 44 words
1133,1.0,MolSentence with 42 words
1134,1.0,MolSentence with 52 words
1135,0.0,MolSentence with 54 words
1136,1.0,MolSentence with 56 words
1137,1.0,MolSentence with 56 words
1138,1.0,MolSentence with 50 words
1139,1.0,MolSentence with 54 words
1140,0.0,MolSentence with 54 words
1141,1.0,MolSentence with 54 words
1142,1.0,MolSentence with 42 words
1143,1.0,MolSentence with 40 words
1144,1.0,MolSentence with 36 words
1145,1.0,MolSentence with 42 words
1146,1.0,MolSentence with 52 words
1147,1.0,MolSentence with 54 words
1148,0.0,MolSentence with 52 words
1149,1.0,MolSentence with 52 words
1150,1.0,MolSentence with 34 words
1151,1.0,MolSentence with 34 words
1152,1.0,MolSentence with 58 words
1153,1.0,MolSentence with 36 words
1154,1.0,MolSentence with 22 words
1155,1.0,MolSentence with 22 words
1156,1.0,MolSentence with 24 words
1157,1.0,MolSentence with 26 words
1158,1.0,MolSentence with 26 words
1159,1.0,MolSentence with 26 words
1160,0.0,MolSentence with 52 words
1161,1.0,MolSentence with 62 words
1162,0.0,MolSentence with 74 words
1163,0.0,MolSentence with 70 words
1164,0.0,MolSentence with 52 words
1165,0.0,MolSentence with 54 words
1166,1.0,MolSentence with 6 words
1167,1.0,MolSentence with 20 words
1168,1.0,MolSentence with 34 words
1169,1.0,MolSentence with 28 words
1170,0.0,MolSentence with 36 words
1171,1.0,MolSentence with 18 words
1172,1.0,MolSentence with 30 words
1173,1.0,MolSentence with 34 words
1174,1.0,MolSentence with 52 words
1175,0.0,MolSentence with 54 words
1176,1.0,MolSentence with 34 words
1177,1.0,MolSentence with 34 words
1178,0.0,MolSentence with 42 words
1179,1.0,MolSentence with 47 words
1180,0.0,MolSentence with 80 words
1181,0.0,MolSentence with 80 words
1182,0.0,MolSentence with 62 words
1183,0.0,MolSentence with 56 words
1184,0.0,MolSentence with 46 words
1185,1.0,MolSentence with 46 words
1186,0.0,MolSentence with 55 words
1187,0.0,MolSentence with 50 words
1188,1.0,MolSentence with 36 words
1189,1.0,MolSentence with 36 words
1190,1.0,MolSentence with 28 words
1191,1.0,MolSentence with 28 words
1192,0.0,MolSentence with 38 words
1193,0.0,MolSentence with 36 words
1194,0.0,MolSentence with 66 words
1195,0.0,MolSentence with 64 words
1196,0.0,MolSentence with 48 words
1197,0.0,MolSentence with 44 words
1198,0.0,MolSentence with 50 words
1199,1.0,MolSentence with 50 words
1200,0.0,MolSentence with 49 words
1201,1.0,MolSentence with 44 words
1202,1.0,MolSentence with 22 words
1203,1.0,MolSentence with 38 words
1204,1.0,MolSentence with 46 words
1205,1.0,MolSentence with 46 words
1206,1.0,MolSentence with 30 words
1207,1.0,MolSentence with 32 words
1208,1.0,MolSentence with 68 words
1209,1.0,MolSentence with 62 words
1210,1.0,MolSentence with 50 words
1211,1.0,MolSentence with 40 words
1212,1.0,MolSentence with 40 words
1213,1.0,MolSentence with 36 words
1214,0.0,MolSentence with 108 words
1215,0.0,MolSentence with 110 words
1216,0.0,MolSentence with 50 words
1217,0.0,MolSentence with 60 words
1218,0.0,MolSentence with 22 words
1219,0.0,MolSentence with 26 words
1220,0.0,MolSentence with 54 words
1221,1.0,MolSentence with 54 words
1222,1.0,MolSentence with 46 words
1223,1.0,MolSentence with 48 words
1224,1.0,MolSentence with 54 words
1225,1.0,MolSentence with 56 words
1226,1.0,MolSentence with 68 words
1227,1.0,MolSentence with 70 words
1228,0.0,MolSentence with 52 words
1229,1.0,MolSentence with 58 words
1230,1.0,MolSentence with 40 words
1231,1.0,MolSentence with 52 words
1232,1.0,MolSentence with 44 words
1233,1.0,MolSentence with 46 words
1234,0.0,MolSentence with 59 words
1235,0.0,MolSentence with 56 words
1236,1.0,MolSentence with 40 words
1237,1.0,MolSentence with 40 words
1238,1.0,MolSentence with 56 words
1239,0.0,MolSentence with 52 words
1240,1.0,MolSentence with 58 words
1241,0.0,MolSentence with 58 words
1242,1.0,MolSentence with 48 words
1243,1.0,MolSentence with 48 words
1244,1.0,MolSentence with 36 words
1245,1.0,MolSentence with 36 words
1246,1.0,MolSentence with 38 words
1247,1.0,MolSentence with 40 words
1248,1.0,MolSentence with 54 words
1249,1.0,MolSentence with 54 words
1250,1.0,MolSentence with 38 words
1251,1.0,MolSentence with 38 words
1252,1.0,MolSentence with 46 words
1253,1.0,MolSentence with 46 words
1254,1.0,MolSentence with 42 words
1255,1.0,MolSentence with 36 words
1256,1.0,MolSentence with 48 words
1257,0.0,MolSentence with 48 words
1258,1.0,MolSentence with 44 words
1259,1.0,MolSentence with 44 words
1260,1.0,MolSentence with 52 words
1261,1.0,MolSentence with 52 words
1262,1.0,MolSentence with 34 words
1263,1.0,MolSentence with 34 words
1264,1.0,MolSentence with 44 words
1265,1.0,MolSentence with 32 words
1266,0.0,MolSentence with 64 words
1267,0.0,MolSentence with 64 words
1268,1.0,MolSentence with 68 words
1269,0.0,MolSentence with 68 words
1270,1.0,MolSentence with 60 words
1271,1.0,MolSentence with 60 words
1272,1.0,MolSentence with 98 words
1273,0.0,MolSentence with 98 words
1274,1.0,MolSentence with 58 words
1275,1.0,MolSentence with 46 words
1276,1.0,MolSentence with 56 words
1277,1.0,MolSentence with 48 words
1278,1.0,MolSentence with 34 words
1279,1.0,MolSentence with 38 words
1280,1.0,MolSentence with 42 words
1281,1.0,MolSentence with 46 words
1282,1.0,MolSentence with 42 words
1283,1.0,MolSentence with 56 words
1284,1.0,MolSentence with 44 words
1285,1.0,MolSentence with 46 words
1286,1.0,MolSentence with 34 words
1287,1.0,MolSentence with 30 words
1288,1.0,MolSentence with 40 words
1289,1.0,MolSentence with 56 words
1290,1.0,MolSentence with 46 words
1291,1.0,MolSentence with 38 words
1292,1.0,MolSentence with 56 words
1293,1.0,MolSentence with 48 words
1294,1.0,MolSentence with 46 words
1295,1.0,MolSentence with 56 words
1296,1.0,MolSentence with 58 words
1297,1.0,MolSentence with 34 words
1298,1.0,MolSentence with 56 words
1299,1.0,MolSentence with 20 words
1300,1.0,MolSentence with 42 words
1301,1.0,MolSentence with 32 words
1302,1.0,MolSentence with 52 words
1303,1.0,MolSentence with 54 words
1304,1.0,MolSentence with 46 words
1305,1.0,MolSentence with 40 words
1306,1.0,MolSentence with 38 words
1307,1.0,MolSentence with 46 words
1308,1.0,MolSentence with 36 words
1309,1.0,MolSentence with 40 words
1310,1.0,MolSentence with 36 words
1311,1.0,MolSentence with 60 words
1312,1.0,MolSentence with 38 words
1313,1.0,MolSentence with 42 words
1314,1.0,MolSentence with 44 words
1315,1.0,MolSentence with 40 words
1316,1.0,MolSentence with 54 words
1317,1.0,MolSentence with 42 words
1318,1.0,MolSentence with 52 words
1319,1.0,MolSentence with 40 words
1320,1.0,MolSentence with 20 words
1321,1.0,MolSentence with 30 words
1322,1.0,MolSentence with 46 words
1323,1.0,MolSentence with 46 words
1324,1.0,MolSentence with 54 words
1325,1.0,MolSentence with 42 words
1326,1.0,MolSentence with 60 words
1327,1.0,MolSentence with 54 words
1328,1.0,MolSentence with 38 words
1329,1.0,MolSentence with 30 words
1330,1.0,MolSentence with 42 words
1331,1.0,MolSentence with 50 words
1332,1.0,MolSentence with 44 words
1333,1.0,MolSentence with 40 words
1334,1.0,MolSentence with 26 words
1335,1.0,MolSentence with 56 words
1336,1.0,MolSentence with 60 words
1337,1.0,MolSentence with 40 words
1338,1.0,MolSentence with 32 words
1339,1.0,MolSentence with 50 words
1340,1.0,MolSentence with 38 words
1341,1.0,MolSentence with 78 words
1342,1.0,MolSentence with 42 words
1343,1.0,MolSentence with 42 words
1344,1.0,MolSentence with 32 words
1345,1.0,MolSentence with 44 words
1346,1.0,MolSentence with 50 words
1347,1.0,MolSentence with 36 words
1348,1.0,MolSentence with 64 words
1349,1.0,MolSentence with 46 words
1350,1.0,MolSentence with 54 words
1351,1.0,MolSentence with 42 words
1352,1.0,MolSentence with 34 words
1353,1.0,MolSentence with 32 words
1354,1.0,MolSentence with 44 words
1355,1.0,MolSentence with 46 words
1356,1.0,MolSentence with 36 words
1357,1.0,MolSentence with 42 words
1358,1.0,MolSentence with 34 words
1359,1.0,MolSentence with 42 words
1360,1.0,MolSentence with 125 words
1361,1.0,MolSentence with 52 words
1362,1.0,MolSentence with 52 words
1363,1.0,MolSentence with 46 words
1364,1.0,MolSentence with 24 words
1365,1.0,MolSentence with 22 words
1366,1.0,MolSentence with 34 words
1367,1.0,MolSentence with 38 words
1368,1.0,MolSentence with 44 words
1369,1.0,MolSentence with 42 words
1370,1.0,MolSentence with 62 words
1371,1.0,MolSentence with 44 words
1372,1.0,MolSentence with 40 words
1373,1.0,MolSentence with 44 words
1374,1.0,MolSentence with 46 words
1375,1.0,MolSentence with 30 words
1376,1.0,MolSentence with 44 words
1377,1.0,MolSentence with 36 words
1378,1.0,MolSentence with 58 words
1379,1.0,MolSentence with 44 words
1380,1.0,MolSentence with 42 words
1381,1.0,MolSentence with 38 words
1382,1.0,MolSentence with 46 words
1383,1.0,MolSentence with 44 words
1384,1.0,MolSentence with 42 words
1385,1.0,MolSentence with 38 words
1386,1.0,MolSentence with 48 words
1387,1.0,MolSentence with 24 words
1388,1.0,MolSentence with 32 words
1389,1.0,MolSentence with 54 words
1390,1.0,MolSentence with 44 words
1391,1.0,MolSentence with 44 words
1392,1.0,MolSentence with 56 words
1393,1.0,MolSentence with 58 words
1394,1.0,MolSentence with 58 words
1395,1.0,MolSentence with 54 words
1396,1.0,MolSentence with 54 words
1397,1.0,MolSentence with 40 words
1398,1.0,MolSentence with 42 words
1399,1.0,MolSentence with 28 words
1400,1.0,MolSentence with 44 words
1401,1.0,MolSentence with 56 words
1402,1.0,MolSentence with 44 words
1403,1.0,MolSentence with 36 words
1404,1.0,MolSentence with 40 words
1405,1.0,MolSentence with 34 words
1406,1.0,MolSentence with 50 words
1407,1.0,MolSentence with 36 words
1408,1.0,MolSentence with 48 words
1409,1.0,MolSentence with 46 words
1410,1.0,MolSentence with 62 words
1411,1.0,MolSentence with 54 words
1412,1.0,MolSentence with 52 words
1413,1.0,MolSentence with 46 words
1414,1.0,MolSentence with 44 words
1415,1.0,MolSentence with 28 words
1416,1.0,MolSentence with 32 words
1417,1.0,MolSentence with 54 words
1418,1.0,MolSentence with 34 words
1419,1.0,MolSentence with 58 words
1420,1.0,MolSentence with 42 words
1421,1.0,MolSentence with 56 words
1422,1.0,MolSentence with 42 words
1423,1.0,MolSentence with 62 words
1424,1.0,MolSentence with 30 words
1425,1.0,MolSentence with 50 words
1426,1.0,MolSentence with 56 words
1427,1.0,MolSentence with 34 words
1428,1.0,MolSentence with 74 words
1429,1.0,MolSentence with 48 words
1430,1.0,MolSentence with 44 words
1431,1.0,MolSentence with 46 words
1432,1.0,MolSentence with 84 words
1433,1.0,MolSentence with 90 words
1434,1.0,MolSentence with 70 words
1435,1.0,MolSentence with 44 words
1436,1.0,MolSentence with 64 words
1437,1.0,MolSentence with 52 words
1438,1.0,MolSentence with 56 words
1439,1.0,MolSentence with 62 words
1440,1.0,MolSentence with 64 words
1441,1.0,MolSentence with 50 words
1442,1.0,MolSentence with 28 words
1443,1.0,MolSentence with 56 words
1444,1.0,MolSentence with 44 words
1445,1.0,MolSentence with 42 words
1446,1.0,MolSentence with 30 words
1447,1.0,MolSentence with 58 words
1448,1.0,MolSentence with 50 words
1449,1.0,MolSentence with 36 words
1450,1.0,MolSentence with 38 words
1451,1.0,MolSentence with 32 words
1452,1.0,MolSentence with 38 words
1453,1.0,MolSentence with 24 words
1454,1.0,MolSentence with 58 words
1455,1.0,MolSentence with 62 words
1456,1.0,MolSentence with 42 words
1457,1.0,MolSentence with 82 words
1458,1.0,MolSentence with 42 words
1459,1.0,MolSentence with 54 words
1460,1.0,MolSentence with 64 words
1461,1.0,MolSentence with 60 words
1462,1.0,MolSentence with 40 words
1463,1.0,MolSentence with 44 words
1464,1.0,MolSentence with 40 words
1465,1.0,MolSentence with 30 words
1466,1.0,MolSentence with 48 words
1467,1.0,MolSentence with 36 words
1468,1.0,MolSentence with 48 words
1469,1.0,MolSentence with 34 words
1470,1.0,MolSentence with 60 words
1471,1.0,MolSentence with 46 words
1472,1.0,MolSentence with 58 words
1473,1.0,MolSentence with 56 words
1474,1.0,MolSentence with 56 words
1475,1.0,MolSentence with 34 words
1476,1.0,MolSentence with 38 words
1477,1.0,MolSentence with 55 words
1478,1.0,MolSentence with 40 words
1479,1.0,MolSentence with 62 words
1480,1.0,MolSentence with 56 words
1481,1.0,MolSentence with 40 words
1482,1.0,MolSentence with 28 words
1483,1.0,MolSentence with 50 words
1484,1.0,MolSentence with 52 words
1485,1.0,MolSentence with 40 words
1486,1.0,MolSentence with 36 words
1487,1.0,MolSentence with 32 words
1488,1.0,MolSentence with 46 words
1489,1.0,MolSentence with 40 words
1490,1.0,MolSentence with 48 words
1491,1.0,MolSentence with 64 words
1492,1.0,MolSentence with 46 words
1493,1.0,MolSentence with 44 words
1494,1.0,MolSentence with 54 words
1495,1.0,MolSentence with 50 words
1496,1.0,MolSentence with 26 words
1497,1.0,MolSentence with 46 words
1498,1.0,MolSentence with 54 words
1499,1.0,MolSentence with 56 words
1500,1.0,MolSentence with 48 words
1501,1.0,MolSentence with 30 words
1502,1.0,MolSentence with 44 words
1503,1.0,MolSentence with 44 words
1504,1.0,MolSentence with 42 words
1505,1.0,MolSentence with 60 words
1506,1.0,MolSentence with 44 words
1507,1.0,MolSentence with 36 words
1508,1.0,MolSentence with 64 words
1509,1.0,MolSentence with 52 words
1510,1.0,MolSentence with 38 words
1511,1.0,MolSentence with 36 words
1512,1.0,MolSentence with 44 words
1513,1.0,MolSentence with 50 words
1514,1.0,MolSentence with 48 words
1515,1.0,MolSentence with 38 words
1516,1.0,MolSentence with 42 words
1517,1.0,MolSentence with 38 words
1518,1.0,MolSentence with 32 words
1519,1.0,MolSentence with 48 words
1520,1.0,MolSentence with 60 words
1521,1.0,MolSentence with 44 words
1522,1.0,MolSentence with 42 words
1523,1.0,MolSentence with 28 words
1524,1.0,MolSentence with 54 words
1525,1.0,MolSentence with 72 words
1526,1.0,MolSentence with 68 words
1527,1.0,MolSentence with 48 words
1528,1.0,MolSentence with 18 words
1529,1.0,MolSentence with 58 words
1530,1.0,MolSentence with 48 words
1531,1.0,MolSentence with 62 words
1532,1.0,MolSentence with 50 words
1533,1.0,MolSentence with 58 words
1534,1.0,MolSentence with 54 words
1535,1.0,MolSentence with 38 words
1536,1.0,MolSentence with 68 words
1537,1.0,MolSentence with 42 words
1538,1.0,MolSentence with 46 words
1539,1.0,MolSentence with 62 words
1540,1.0,MolSentence with 48 words
1541,1.0,MolSentence with 44 words
1542,1.0,MolSentence with 60 words
1543,1.0,MolSentence with 38 words
1544,1.0,MolSentence with 64 words
1545,1.0,MolSentence with 34 words
1546,1.0,MolSentence with 28 words
1547,1.0,MolSentence with 74 words
1548,1.0,MolSentence with 78 words
1549,1.0,MolSentence with 52 words
1550,1.0,MolSentence with 44 words
1551,1.0,MolSentence with 58 words
1552,1.0,MolSentence with 36 words
1553,1.0,MolSentence with 68 words
1554,1.0,MolSentence with 32 words
1555,1.0,MolSentence with 50 words
1556,1.0,MolSentence with 52 words
1557,1.0,MolSentence with 69 words
1558,1.0,MolSentence with 36 words
1559,1.0,MolSentence with 54 words
1560,1.0,MolSentence with 78 words
1561,1.0,MolSentence with 86 words
1562,1.0,MolSentence with 46 words
1563,1.0,MolSentence with 34 words
1564,1.0,MolSentence with 68 words
1565,1.0,MolSentence with 42 words
1566,1.0,MolSentence with 58 words
1567,1.0,MolSentence with 44 words
1568,1.0,MolSentence with 38 words
1569,1.0,MolSentence with 48 words
1570,1.0,MolSentence with 82 words
1571,1.0,MolSentence with 36 words
1572,1.0,MolSentence with 46 words
1573,1.0,MolSentence with 64 words
1574,1.0,MolSentence with 40 words
1575,1.0,MolSentence with 56 words
1576,1.0,MolSentence with 34 words
1577,1.0,MolSentence with 40 words
1578,1.0,MolSentence with 58 words
1579,1.0,MolSentence with 66 words
1580,1.0,MolSentence with 42 words
1581,1.0,MolSentence with 62 words
1582,1.0,MolSentence with 50 words
1583,1.0,MolSentence with 60 words
1584,1.0,MolSentence with 54 words
1585,1.0,MolSentence with 44 words
1586,1.0,MolSentence with 52 words
1587,1.0,MolSentence with 42 words
1588,1.0,MolSentence with 34 words
1589,1.0,MolSentence with 58 words
1590,1.0,MolSentence with 40 words
1591,1.0,MolSentence with 34 words
1592,1.0,MolSentence with 40 words
1593,1.0,MolSentence with 36 words
1594,1.0,MolSentence with 66 words
1595,1.0,MolSentence with 62 words
1596,1.0,MolSentence with 38 words
1597,1.0,MolSentence with 32 words
1598,1.0,MolSentence with 52 words
1599,1.0,MolSentence with 46 words
1600,1.0,MolSentence with 70 words
1601,1.0,MolSentence with 56 words
1602,1.0,MolSentence with 58 words
1603,1.0,MolSentence with 46 words
1604,1.0,MolSentence with 54 words
1605,1.0,MolSentence with 60 words
1606,1.0,MolSentence with 20 words
1607,1.0,MolSentence with 52 words
1608,1.0,MolSentence with 62 words
