,sentence,classification
315,2246728737 3537123720 2245277810 144568923 2246728737 3537123720 2246728737 3537123720 847961216 1362202978 2246699815 2806018737 864942730 1510328189 2976033787 2211527187 2968968094 517457164 2976033787 2974534217 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2976033787 2974534217 2968968094 2811394787 2092489639 1620258790 2245384272 2258843522 2245273601 1735424888 864662311 1542633699 2245273601 4073938295 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 4223976160 2245384272 1506993418 2246699815 3328145258 847957139 2591432844 864942730 1510328189 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 3218693969 951226070 3218693969 951226070 3217380708 2360741695 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3182824521 2041434490 1101907775,0
316,882399112 484537559 2245384272 1068425461 864674487 2814583100 2245273601 4004218203 2245277810 68671624 882399112 485463469 882399112 485463469 882399112 485463469 2245277810 68671624 882399112 485463469 882399112 485463469 882399112 485463469,1
317,3737048253 2246728737 3545365497 2246699815 411967733 864942730 1510328189 847961216 1790668568 3217380708 4042373501 3217380708 843007957 319552149 427867059 3217380708 4042373501 847961216 1790668568 2246699815 411967733 2246728737 3545365497 864942730 1510328189 3217380708 843007957 319552149 427867059 3217380708 2308348490 2246699815 4037090848 864942795 1510323402 864942730 1510328189 3217380708 843007957 319552149 427867059,0
318,2246728737 3537119515 2245273601 2635303940 2246728737 3537119515 847961216 1369588494 2245384272 781912670 2245273601 2782530898 864662311 1542633699 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1229325558 999334238 4068239769 2246728737 3835273908 864942730 2228063684 864942730 2228063684 3218693969 951226070 3218693969 951226070,1
319,2246728737 422715066 3217380708 3124581743 3218693969 572760528 2092489639 934550081 2976033787 3742395837 3189457552 2667063169 2976033787 1828761319 2245384272 3153477100 864662311 1535166686 3218693969 2447748155 3218693969 2447748155 3217380708 3430642422 864942730 10565946 2132511834 2296565457 3217380708 328936174 864942730 10565946,1
320,2246728737 3824063894 847961216 1732628033 2976033787 2584514126 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433 2976033787 1916236386 2245384272 3153477100 864662311 1535166686 3189457552 2667063169 2976033787 1286704427 864674487 920763749 2976033787 953509831 2976033787 1286704427 3189457552 2667063169 2976033787 2418305141 2246728737 1858577693 2976816164 2351145560 864662311 265892994 2246703798 3845575159 864942730 1510337516 864674487 920763749 2976033787 954800030 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433 2976033787 385483407 847336149 2657459734 2246699815 2448572767 847957139 2591432844 847957139 2591432844 2976033787 675765711 864662311 266675433 2976033787 385483407 847336149 2657459734 2246699815 2448572767 847957139 2591432844 847957139 2591432844,0
321,847957139 1083852209 3217380708 3975295864 3218693969 951226070 3218693969 951226070 3217380708 2223687999 3218693969 951226070 3218693969 951226070 999334238 288315894 864942730 2228063684 864942730 2228063684 847961216 1229325558 3217380708 2556855854 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 3776905034 2041434490 1100037548,1
322,2246728737 422715066 3217380708 4033380444 2041434490 3460898310 3189457552 3376021752 3217380708 495977886 847961216 1229325558 999334238 288315894 864942730 2228063684 864942730 2228063684 3217380708 2223687999 3218693969 951226070 3218693969 951226070 3217380708 3975295864 847957139 1083852209 3218693969 951226070 3218693969 951226070 3217380708 3120642300 2246728737 422715066,1
323,2246728737 1858577693 2976033787 3027150250 2968968094 517457164 2976033787 1421345390 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 809080546 864662311 265892994 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686 2976816164 773457308 2246728737 1861965050 2968968094 516041383 2976033787 1228528465 864662311 266675433 2976033787 2252049393 2976816164 360202480 2246728737 1861965050 3218693969 2604585747 3218693969 951239203 3217380708 1081775047 864942730 10565946 3218693969 994494548 3217380708 1353626381,0
324,1016841875 3452535345 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 4089138501 2245384272 2835079913 864674487 2814583100 2245273601 602889953 2245384272 2258843522 2092489639 876651869 3218693969 571978829 3218693969 3776905034 2041434490 3118255683 3218693969 540046244 3217380708 3491109101 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 994485099 3217380708 2424973678 1016841875 3452535345 3217380708 2424973678 1016841875 3452535345 3218693969 994485099,0
325,2246728737 1861965050 2976816164 778974661 2968968094 2119439498 2968968094 2117068077 2976033787 1421345390 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 4250585145 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2117068077 2976033787 1721149895 2976033787 1397494279 2968968094 2117068077 2968968094 2117068077 2976033787 1226975992 864662311 266675433,0
326,2246728737 3542456614 2245384272 3994088662 864674487 2222715027 2246699815 4036774035 864942730 1510328189 2245273601 52071157 3217380708 3497668186 3217380708 3665214933 864662311 26234434 3189457552 4197146180 3217380708 368713488 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349 3217380708 3631761933 864942730 10565946 3217380708 3497668186 3217380708 3665214933 864662311 26234434 3189457552 4197146180 3217380708 368713488 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349 3217380708 3631761933 864942730 10565946,0
327,864662311 1535166686 2245384272 2849741637 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895,0
328,2246728737 1861965050 2976816164 773457308 2968968094 2119439498 2968968094 2117068077 2976033787 1421345390 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 4250585145 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2117068077 2976033787 1721149895 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 1930058827 864662311 265892994 2245900962 2389967757 2245897107 3492293582,0
329,847957139 2592785365 2245384272 782176117 2245273601 2782530898 864662311 1542633699 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 994485099,0
330,2246728737 3537119515 2245273601 4223817698 2245384272 1583799011 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 847961216 1370731475 2245273601 4066943324 2246728737 3537119515 2245273601 3110205660 864662311 1542633699 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070,0
331,2246728737 1861965050 2976816164 2310852016 864662311 265892994 2968968094 2119439498 2968968094 2117068077 2976033787 1397494279 2976033787 1421345390 2968968094 2117068077 2968968094 2117068077 2976033787 2975316496 2968968094 1824088295 3217380708 926215114 864942730 10565946 3189457552 1078211001 2968968094 2131356872 2976816164 778974661 2246728737 1861965050 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 773457308 2246728737 1861965050,0
332,864662311 1533864325 2246699815 4278941385 864942730 1510328189 2245384272 1167322652 2245384272 3624155 3217380708 2785067925 3189457552 4197146180 3217380708 2037096428 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 36538691 2041434490 1101907775 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0
333,2246728737 3657471097 2092489639 2021812431 2968968094 2803848648 2968968094 2803848648 2092489639 2557045420 2976033787 2617658656 2968968094 2811394787 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 4142616092 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 1100037548 3217380708 2295519362,1
334,2246728737 422715066 3217380708 3124581743 3218693969 951226070 3218693969 3776905034 2041434490 1100037548 3217380708 2295519362 2092489639 932734850 2976033787 2463614838 2968968094 2117068077 2968968094 2117068077 3217380708 2295519362 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 606428793 864942730 10565946 2132511834 2296493092 3217380708 2851977513,1
335,2968968094 416356657 2132511834 1289643292 2968968094 416356657 2968968094 2803848648 2092489639 963029399 2968968094 2803848648 3217380708 2284773903 3218693969 951226070 3218693969 951226070 3217380708 3909974435 3217380708 1191280979 2041434490 1101907775 1016841875 3452535345 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469,1
336,3218693969 951226070 3217380708 368531313 3217380708 3334525955 3218693969 994485099 3217380708 2246340824 3218693969 951226070 1016841875 3452535345 2976033787 1721149895 2976033787 1721149895 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 368531313 3189457552 4195680018 2968968094 460073430 2132511834 1289643292 2968968094 460073430,1
337,3218693969 951226070 3217380708 368531313 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 98513984 2976816164 2200643434 2976033787 1636327326 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3124581743 3217380708 369315086 3189457552 4195680018 2246728737 422715066 2968968094 460073430 2132511834 1289643292 2968968094 416356657 2968968094 2119439498 864662311 265892994,1
338,3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 3491109101 3218693969 951226070 2245273601 3005981942 2245384272 1506997381 2246703798 535847852 2246997334 3696402029 847957139 2599973650 3217380708 36538691 3217380708 3983062349 3217380708 368713488 3189457552 3376021752 2041434490 3460898310 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
339,3218693969 951226070 3217380708 368531313 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 98513984 2976816164 2200643434 2976033787 1636327326 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3124581743 3217380708 369315086 3189457552 4195680018 2246728737 422715066 2968968094 2811394787 2092489639 2021812431 2968968094 2803848648 2968968094 2119439498 2246728737 3657471097 864662311 265892994,1
340,3218693969 951226070 3217380708 368531313 3217380708 3334525955 3218693969 994485099 3217380708 2246340824 3218693969 951226070 1016841875 3452535345 2976033787 1721149895 2976033787 1721149895 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 368531313 3189457552 4195680018 2968968094 2811394787 2092489639 2021812431 2968968094 2811394787 2246728737 3657471097,1
341,2246728737 3824063894 847961216 828793177 2246699815 3801275561 847961216 717512901 2245384272 787069595 2245384272 4120224926 1026928756 205323193 2245384272 864365306 3217380708 1739267982 3189457552 4197146180 3217380708 1739267982 2245384272 3992410619 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3218693969 951226070 3218693969 951226070 2246703798 484468641 848127915 2675767470 864942795 2378775366 864942730 2378779377,0
342,2246728737 422715066 3217380708 3661262542 3189457552 3376021752 2041434490 3460898310 3217380708 3594646603 847961216 1229325558 999334238 288315894 864942730 2228063684 864942730 2228063684 3217380708 2223687999 3218693969 951226070 3218693969 951226070 3217380708 3975295864 847957139 1083852209 3218693969 951226070 3218693969 951226070 3218693969 994485099,1
343,2246728737 3542456614 2245384272 2064788354 2246699815 579626418 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 2565499684 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3218693969 951226070 3218693969 951226070,1
344,3737048253 3737048253 2246728737 1861965050 2976816164 3871159421 2246728737 1861965050 3351556771 3725356643 2976033787 2761319679 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 3236764739 2246699815 2661865929 864942795 1510323402 864942730 1510328189 3217380708 3579962709 3218693969 54936104 3351556771 1880637161 3218693969 203749390 3218693969 951226070 3217380708 3925172229 864942730 10565946 2092489639 3968746622 2976033787 2202598049 2246699815 1079699788 864942795 1510323402 864942730 1510328189,1
345,2246728737 3542456614 2245384272 3593041223 2976816164 797297496 864662311 265892994 3217380708 2177590383 864942730 10565946 3189457552 1078211001 2968968094 4256629345 3217380708 1842114921 3217380708 2238101436 3218693969 994485099 3217380708 1163048604 2092489639 662595032 2968968094 2513428378 3217380708 1842898132 3218693969 994485099 3217380708 3983062349 3217380708 4086265842 2245384272 3992410619 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 951226070 3217380708 3182824521 2041434490 1101907775 3217380708 36538691 3217380708 2370996728 864942730 10565946,1
346,847957139 1083852209 3217380708 1446633534 2041434490 1101907775 3217380708 2245541727 864942730 10565946 2092489639 934550081 3218693969 571978829 3218693969 951226070 2976033787 2583443460 2968968094 2117068077 2968968094 2117068077 2976033787 1816178031 2245384272 3153477100 864662311 1535166686 3189457552 2667063169,1
347,847957139 3275683399 999334238 2988347999 864942730 2228063684 864942730 2228063684 2245384272 2765522949 3217380708 2687950697 2041434490 3460898310 3189457552 3376021752 3217380708 368713488 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349,1
348,2246728737 1858577693 2976033787 2640800466 3189457552 2667063169 2976033787 1286704427 864674487 920763749 2976033787 1782525992 2968968094 517457164 2976033787 1759553307 3189457552 2651067438 2976816164 4041376352 864662311 265892994 2968968094 516041383 2976033787 1186654798 864662311 266675433 2968968094 517457164 2976033787 1228528465 864662311 266675433 2976033787 1228528465 864662311 266675433 2968968094 2117068077 2968968094 2117068077 2976033787 1186654798 864662311 266675433 2968968094 517457164 2976033787 1186654798 864662311 266675433 2968968094 1824088295 3217380708 926215114 864942730 10565946 3189457552 2697642734 2976033787 2640800466 2246728737 1858577693 2976033787 2847919965 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2673417767 2246728737 1858577693 3218693969 2447748155 3218693969 98466654 3218693969 98466654 3218693969 98466654 3218693969 98466654 3218693969 98466654 3218693969 98466654 3218693969 98466654 3218693969 98466654 3218693969 98466654 3218693969 98466654 3218693969 98466654 3218693969 98466654 3218693969 2447748155 2968968094 516041383 2976033787 1228528465 864662311 266675433 2976033787 1586850127 2246699815 909362583 864662311 1533864325 864942730 1510328189 2976033787 675765711 864662311 266675433 2976033787 2567653909 847957139 1323888424 2976033787 675765711 864662311 266675433,0
349,3925650716 847957139 1083852209 3217380708 352832185 2041434490 1101907775 3217380708 1121298566 864942730 10565946 3217380708 3798139026 3217380708 1236135396 2132511834 831463242 2968968094 460073430 2976033787 2559675920 2245384272 4203454020 847961216 1868602760 3217380708 3918336191 3218693969 951226070 3218693969 951226070 3217380708 2994748777 3218693969 951226070 3218693969 951226070 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4223976160 2245384272 1583799011 2245384272 1167322652 2246699815 2720617233 864942795 1510323402 864942730 1510328189 2246699815 2661865929 864942795 1510323402 864942730 1510328189 2092489639 840500938 2246703798 2719932443 864942730 1510337516 2132511834 2296565457,1
350,864666390 864666390 2246728737 3818546315 848128881 1145656637 2246728737 3818546315 2976033787 3693875873 2976033787 2252049393 2976033787 675765711 864662311 266675433 2976033787 2546820253 3217380708 3337860654 3217380708 3025587565 864662311 26234434 3217380708 3980805843 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2238101436 2976816164 4060296991 2246728737 1861965050 864662311 265892994 3217380708 153234704 864942730 10565946 2976816164 3785494110 864662311 265892994 3217380708 153234704 864942730 10565946 3217380708 871878897 2246699815 3976484665 847957139 2591432844 864662311 1533864325 3217380708 1250165012 864942730 10565946,0
351,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 4121755354 2245384272 992462230 3217380708 2687950697 2041434490 1100037548 3218693969 3776905034 3218693969 951226070 3217380708 2360741695 3218693969 994485099 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3218693969 994485099 3217380708 3983062349 3218693969 994485099 3217380708 1135286194 864674487 2076190208 2246728737 3975275337,0
352,2246728737 1861965050 2976816164 3871159421 2246728737 1861965050 3351556771 3725356643 2976033787 2761319679 2976033787 2285529321 847961216 1693331843 2246699815 3315826729 864942730 1510328189 2245384272 616374597 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 2092489639 3968746622 2976033787 2202598049 2246699815 909362583 864662311 1533864325 864942730 1510328189,0
353,2246728737 3542456614 2245384272 3994088662 864674487 2115476908 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 411967733 2246728737 3545365497 864942730 1510328189 3218693969 951226070 3218693969 951226070,0
354,847957139 1083852209 3217380708 1446633534 3218693969 951226070 3218693969 951226070 3217380708 2088929298 847336149 2094236579 847336149 2094236579 3217380708 2206467902 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1445852595 847957139 1083852209 2041434490 1101907775,0
355,2246728737 3818546315 848128881 3121777292 2246728737 3818546315 2245384272 603510687 2245384272 1583799011 2245273601 2903607685 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3847608821 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 3776905034 2041434490 1100037548,0
356,864662311 26234434 3217380708 2905660137 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1725005989 3189457552 2950679810 3217380708 3921298496 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2238101436 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070,0
357,2246728737 3537119515 2245273601 486030630 2245384272 4003049590 864674487 2115476908 3217380708 3162837314 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 848128881 3296335394 2245384272 603510687 2245384272 2909042096 1016841875 198706261 2245384272 3992410619 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0
358,2246728737 3542456614 2245384272 1173125914 2245384272 1510461303 2245384272 912632640 2976033787 3893870893 3217380708 3925172229 864942730 10565946 2092489639 451273429 2092489639 451273429 3217380708 3925172229 864942730 10565946 3217380708 2473389857 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2473389857 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0
359,2246728737 3537123720 2245277810 144568923 2246728737 3537123720 2246728737 3537123720 847961216 1369337945 2245384272 781912670 2245273601 2782530898 864662311 1542633699 3217380708 3847608821 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 3217380708 2687950697 2245384272 2849741637 864662311 1535166686 2041434490 1101907775,0
360,2246728737 422715066 3217380708 4033380444 3217380708 4086265842 2245384272 3624155 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 3482873808 2968968094 2117068077 2968968094 2803848648 3217380708 3886201961 2041434490 3460898310 3189457552 3376021752 3217380708 368713488 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 3217380708 3983062349 3217380708 2370996728 864942730 10565946 2092489639 662595032 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 1276993226 3217380708 2010446245 2041434490 1101907775,1
361,2246728737 3657471097 2092489639 2014255590 2968968094 2803848648 2968968094 2119439498 2976816164 1012780892 2246728737 1861965050 2976033787 1502219521 2092489639 228862830 2246728737 3657471097 3217380708 3796841743 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2077658817 2246699815 1399127774 864942730 1510328189 847961216 1790668568 3217380708 3918336191 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 994485099 3217380708 2238101436,1
362,2246728737 422715066 3217380708 4036277955 3218693969 951226070 3218693969 951226070 3217380708 4121755354 2245384272 992462230 3217380708 4089138501 3218693969 3777168895 2041434490 1100037548 3217380708 2542264270 847961216 1868602760 2245384272 787069595 2245384272 1510461303 2245384272 1510461303 2245384272 3624155 3217380708 2687950697 2041434490 1100037548 3218693969 3777168895 3217380708 2646219661 3612926680 3632350815 3218693969 994485099 3217380708 3124581743 2246728737 422715066 2132511834 2296565457 3217380708 328936174 864942730 10565946 3218693969 3777168895 2041434490 1100037548,0
363,2246728737 1858577693 2976033787 1236995907 2968968094 1824088295 3217380708 289801995 3217380708 4251370388 2968968094 1276993226 2968968094 1276993226 3217380708 1710205153 864942730 10565946 2968968094 4142616092 2976033787 1721149895 2968968094 2117068077 2968968094 2119439498 2976816164 773457308 2246728737 1861965050 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 1930058827 864662311 265892994 2245900962 2389967757 2245897107 3492293582 2976033787 2250750806,1
364,2246728737 3537123720 2245277810 2442433719 2246728737 3537123720 864674487 920678013 847336149 2451306927 2246699815 1757809293 2246699815 413381818 864942730 1510328189 847961216 1693331843 2976033787 2285529321 2976033787 2761319679 3351556771 1073159142 2968968094 4008506203 3217380708 2739805032 3217380708 4194974166 2092489639 932734850 3217380708 3925172229 864942730 10565946 2246699815 4037090848 864942795 1510323402 864942730 1510328189 2245384272 2085005491 2092554703 1688877869 3218693969 576060395 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 576060395 3217380708 3772302167 3218693969 54936104 3351556771 1792562719 3217380708 1311675632 847957139 1083852209 2041434490 1101907775 2246699815 3850856377 864662311 1533864325 864942730 1510328189,1
365,847957139 1083852209 3217380708 2360467803 3217380708 1857396528 882399112 3337745083 3218693969 3777168895 2041434490 1100037548 3217380708 2214358924 864942730 10565946 2132511834 2296565457,1
366,847957139 2591432844 2246699815 2448572767 847957139 2591432844 847336149 1962383056 2245384272 4175457515 2976033787 1816178031 2968968094 1785683843 3189457552 3195927545 2976816164 2167817320 2968968094 2119439498 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498 3189457552 2651067438,0
367,1016841875 198706261 2245384272 2909042096 2245384272 603510687 848128881 3518915985 847336149 991548207 864942730 2380084179 2246699815 2664622273 864942730 1510328189 847961216 1693331843 2976033787 623728226 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077,1
368,3737048253 864942795 2227993885 999334238 2105180129 864942730 2228063684 864942730 2228063684 2245384272 1789200865 2245384272 4118913676 1026924773 751130035,0
369,2246728737 3818546315 848128881 3873245682 847336149 991548207 864942730 2380084179 2246699815 2664622273 864942730 1510328189 847961216 1693331843 2976033787 2584514126 2976033787 1068491328 864662311 266675433 3189457552 2667063169 2976033787 1916236386 2245384272 3153477100 864662311 1535166686 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433,0
370,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 994485099 3217380708 970433791 3218693969 994485099 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3217380708 3025629386 864662311 26234434 2976033787 872084909 2976033787 2431669681 2976033787 1421345390 2968968094 1785683843 3189457552 1078211001 3217380708 1067305901 864942730 10565946 2976033787 1251717127 864674487 920763749 2976033787 1286704427 3189457552 2667063169 2976033787 1759553307 2968968094 1785683843 3189457552 3194612514 2976033787 3116211514 3189457552 2667063169 2976033787 2459836637 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433 3217380708 837609649 3351556771 1792562719 3218693969 203749390 3218693969 98513984 3218693969 951226070 3217380708 3334525955 3218693969 994485099 3217380708 368531313 3189457552 1078211001 2968968094 2213350725 3189457552 1078211001 3217380708 368531313 3218693969 994485099 3217380708 3334525955,1
371,1026654305 1688374977 984189120 2876806462 2092489639 306645048 2968968094 2803848648 2968968094 2803848648 2092489639 306645048 2968968094 2803848648 2968968094 2803848648 2092489639 306645048 2968968094 2803848648 2968968094 2803848648,1
372,2246728737 3824063894 847961216 1362425715 2245273601 4223976160 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 1693331843 2976033787 2285529321 2976033787 981072036 864662311 266675433 3217380708 970433791 3218693969 951226070 3218693969 951226070 3217380708 368531313 3189457552 4195680018 3217380708 368531313 3218693969 994485099 3217380708 970433791 3218693969 994485099 3217380708 368531313 3189457552 4195680018 3217380708 368531313 3218693969 951226070 3218693969 951226070 3217380708 970433791 3218693969 994485099 3217380708 2424973678 1016841875 3452535345 2976033787 981072036 864662311 266675433 2976033787 2639257445 2132511834 3510196525 3217380708 3182177290 864942730 10565946 2976033787 1048103838 2132511834 3510196525 3217380708 3182177290 864942730 10565946 2976033787 1048103838 2132511834 3510196525 3217380708 3182177290 864942730 10565946 2976033787 3791102067 2245384272 3599391724 2246699815 3328145258 847957139 2591432844 864942730 1510328189 2132511834 3510196525 3217380708 3182177290 864942730 10565946 3217380708 970433791 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 3217380708 3982076256 3218693969 994485099 3217380708 3980805843 3217380708 3026394695 864662311 26234434 3218693969 994485099 3217380708 2905660137 864662311 26234434 3218693969 994485099 3217380708 3334525955 2976033787 1273514808 2132511834 3510196525 3217380708 3182177290 864942730 10565946 2246699815 909362583 864662311 1533864325 864942730 1510328189 3217380708 1136130381 864674487 617798156 2976033787 1286704427 3189457552 2667063169 2976033787 1916236386 2245384272 3153477100 864662311 1535166686 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433 2976033787 954800030 864674487 920763749 2976033787 1845306853 2968968094 516041383 2976816164 2045094295 2246728737 1861965050 847957139 1323106289 2976033787 674450788 864662311 266675433 2976033787 2640800466 2246728737 1858577693 3189457552 2667063169 3217380708 2424973678 1016841875 3452535345 3218693969 994485099,0
373,2246728737 3657471097 2092489639 2907735638 2976033787 1694604723 2245384272 565690435 1026928756 205323193 2245384272 4121380340 2245277810 69470421 882399112 485463469 882399112 485463469 882399112 485463469 2132511834 3510196525 3217380708 2850656190 3218693969 994485099 3217380708 2424973678 1016841875 3452535345 3217380708 2609658248 3218693969 994485099 3217380708 2139996060 2865977551 1346868190 864942730 1971534293 864942730 1971534293 999334238 3532053313 847957139 3275683399 864942730 2228063684 864942730 2228063684,0
374,2246728737 1861965050 2976816164 773457308 2968968094 516041383 2976033787 1228528465 864662311 266675433 2976033787 2252049393 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 360202480 2246728737 1861965050 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 809080546 864662311 265892994 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686,0
