,classification,mol_sentence
931,0,MolSentence with 52 words
932,0,MolSentence with 52 words
933,0,MolSentence with 60 words
934,0,MolSentence with 86 words
935,0,MolSentence with 58 words
936,0,MolSentence with 78 words
937,0,MolSentence with 90 words
938,0,MolSentence with 46 words
939,0,MolSentence with 50 words
940,0,MolSentence with 70 words
941,0,MolSentence with 64 words
942,0,MolSentence with 64 words
943,0,MolSentence with 60 words
944,0,MolSentence with 74 words
945,0,MolSentence with 54 words
946,0,MolSentence with 64 words
947,0,MolSentence with 54 words
948,0,MolSentence with 76 words
949,0,MolSentence with 64 words
950,0,MolSentence with 74 words
951,0,MolSentence with 54 words
952,0,MolSentence with 62 words
953,0,MolSentence with 50 words
954,0,MolSentence with 76 words
955,0,MolSentence with 76 words
956,0,MolSentence with 60 words
957,0,MolSentence with 64 words
958,0,MolSentence with 70 words
959,0,MolSentence with 68 words
960,0,MolSentence with 72 words
961,0,MolSentence with 70 words
962,0,MolSentence with 60 words
963,0,MolSentence with 52 words
964,0,MolSentence with 74 words
965,0,MolSentence with 72 words
966,0,MolSentence with 64 words
967,0,MolSentence with 68 words
968,0,MolSentence with 58 words
969,0,MolSentence with 66 words
970,0,MolSentence with 62 words
971,0,MolSentence with 78 words
972,0,MolSentence with 70 words
973,0,MolSentence with 78 words
974,0,MolSentence with 62 words
975,0,MolSentence with 66 words
976,0,MolSentence with 66 words
977,0,MolSentence with 66 words
978,0,MolSentence with 84 words
979,0,MolSentence with 96 words
980,0,MolSentence with 48 words
981,0,MolSentence with 70 words
982,0,MolSentence with 52 words
983,0,MolSentence with 62 words
984,0,MolSentence with 58 words
985,0,MolSentence with 62 words
986,0,MolSentence with 50 words
987,0,MolSentence with 66 words
988,0,MolSentence with 62 words
989,0,MolSentence with 58 words
990,0,MolSentence with 54 words
991,0,MolSentence with 62 words
992,0,MolSentence with 96 words
993,0,MolSentence with 74 words
994,0,MolSentence with 72 words
995,0,MolSentence with 74 words
996,0,MolSentence with 52 words
997,0,MolSentence with 82 words
998,0,MolSentence with 70 words
999,0,MolSentence with 56 words
1000,0,MolSentence with 52 words
1001,0,MolSentence with 48 words
1002,0,MolSentence with 54 words
1003,0,MolSentence with 66 words
1004,0,MolSentence with 60 words
1005,0,MolSentence with 60 words
1006,0,MolSentence with 74 words
1007,0,MolSentence with 64 words
1008,0,MolSentence with 54 words
1009,0,MolSentence with 62 words
1010,0,MolSentence with 74 words
1011,0,MolSentence with 70 words
1012,0,MolSentence with 60 words
1013,0,MolSentence with 58 words
1014,0,MolSentence with 78 words
1015,0,MolSentence with 64 words
1016,0,MolSentence with 66 words
1017,0,MolSentence with 62 words
1018,0,MolSentence with 66 words
1019,0,MolSentence with 60 words
1020,0,MolSentence with 96 words
1021,0,MolSentence with 64 words
1022,0,MolSentence with 60 words
1023,0,MolSentence with 64 words
1024,0,MolSentence with 58 words
1025,0,MolSentence with 54 words
1026,0,MolSentence with 62 words
1027,0,MolSentence with 50 words
1028,0,MolSentence with 52 words
1029,0,MolSentence with 44 words
1030,0,MolSentence with 60 words
1031,0,MolSentence with 62 words
1032,0,MolSentence with 88 words
1033,0,MolSentence with 64 words
1034,0,MolSentence with 64 words
1035,0,MolSentence with 74 words
1036,0,MolSentence with 52 words
1037,0,MolSentence with 50 words
1038,0,MolSentence with 68 words
1039,0,MolSentence with 66 words
1040,0,MolSentence with 68 words
1041,0,MolSentence with 60 words
1042,0,MolSentence with 76 words
1043,0,MolSentence with 56 words
1044,0,MolSentence with 64 words
1045,0,MolSentence with 56 words
1046,0,MolSentence with 52 words
1047,0,MolSentence with 48 words
1048,0,MolSentence with 64 words
1049,0,MolSentence with 48 words
1050,0,MolSentence with 66 words
1051,0,MolSentence with 52 words
1052,0,MolSentence with 74 words
1053,0,MolSentence with 72 words
1054,0,MolSentence with 56 words
1055,0,MolSentence with 60 words
1056,0,MolSentence with 66 words
1057,0,MolSentence with 68 words
1058,0,MolSentence with 54 words
1059,0,MolSentence with 72 words
1060,0,MolSentence with 58 words
1061,0,MolSentence with 78 words
1062,0,MolSentence with 72 words
1063,0,MolSentence with 66 words
1064,0,MolSentence with 88 words
1065,0,MolSentence with 58 words
1066,0,MolSentence with 106 words
1067,0,MolSentence with 58 words
1068,0,MolSentence with 62 words
1069,0,MolSentence with 98 words
1070,0,MolSentence with 64 words
1071,0,MolSentence with 66 words
1072,0,MolSentence with 52 words
1073,0,MolSentence with 60 words
1074,0,MolSentence with 56 words
1075,0,MolSentence with 86 words
1076,0,MolSentence with 78 words
1077,0,MolSentence with 88 words
1078,0,MolSentence with 70 words
1079,0,MolSentence with 54 words
1080,0,MolSentence with 60 words
1081,0,MolSentence with 66 words
1082,0,MolSentence with 64 words
1083,0,MolSentence with 40 words
1084,0,MolSentence with 62 words
1085,0,MolSentence with 76 words
1086,0,MolSentence with 74 words
1087,0,MolSentence with 88 words
1088,0,MolSentence with 40 words
1089,0,MolSentence with 58 words
1090,0,MolSentence with 50 words
1091,0,MolSentence with 50 words
1092,0,MolSentence with 40 words
1093,0,MolSentence with 56 words
1094,0,MolSentence with 60 words
1095,0,MolSentence with 54 words
1096,0,MolSentence with 70 words
1097,0,MolSentence with 84 words
1098,0,MolSentence with 54 words
1099,0,MolSentence with 64 words
1100,0,MolSentence with 80 words
1101,0,MolSentence with 66 words
1102,0,MolSentence with 60 words
1103,0,MolSentence with 58 words
1104,0,MolSentence with 54 words
1105,0,MolSentence with 62 words
1106,0,MolSentence with 60 words
1107,0,MolSentence with 84 words
1108,0,MolSentence with 64 words
1109,0,MolSentence with 58 words
1110,0,MolSentence with 52 words
1111,0,MolSentence with 48 words
1112,0,MolSentence with 106 words
1113,0,MolSentence with 58 words
1114,0,MolSentence with 50 words
1115,0,MolSentence with 48 words
1116,0,MolSentence with 74 words
1117,0,MolSentence with 84 words
1118,0,MolSentence with 74 words
1119,0,MolSentence with 72 words
1120,0,MolSentence with 58 words
1121,0,MolSentence with 66 words
1122,0,MolSentence with 62 words
1123,0,MolSentence with 46 words
1124,0,MolSentence with 62 words
1125,0,MolSentence with 64 words
1126,0,MolSentence with 76 words
1127,0,MolSentence with 58 words
1128,0,MolSentence with 62 words
1129,0,MolSentence with 50 words
1130,0,MolSentence with 64 words
1131,0,MolSentence with 72 words
1132,0,MolSentence with 60 words
1133,0,MolSentence with 50 words
1134,0,MolSentence with 50 words
1135,0,MolSentence with 60 words
1136,0,MolSentence with 62 words
1137,0,MolSentence with 54 words
1138,0,MolSentence with 102 words
1139,0,MolSentence with 104 words
1140,0,MolSentence with 98 words
1141,0,MolSentence with 80 words
1142,0,MolSentence with 74 words
1143,0,MolSentence with 58 words
1144,0,MolSentence with 58 words
1145,0,MolSentence with 66 words
1146,0,MolSentence with 70 words
1147,0,MolSentence with 74 words
1148,0,MolSentence with 60 words
1149,0,MolSentence with 62 words
1150,0,MolSentence with 56 words
1151,0,MolSentence with 62 words
1152,0,MolSentence with 56 words
1153,0,MolSentence with 66 words
1154,0,MolSentence with 68 words
1155,0,MolSentence with 68 words
1156,0,MolSentence with 66 words
1157,0,MolSentence with 72 words
1158,0,MolSentence with 54 words
1159,0,MolSentence with 62 words
1160,0,MolSentence with 62 words
1161,0,MolSentence with 62 words
1162,0,MolSentence with 56 words
1163,0,MolSentence with 100 words
1164,0,MolSentence with 56 words
1165,0,MolSentence with 78 words
1166,0,MolSentence with 66 words
1167,0,MolSentence with 60 words
1168,0,MolSentence with 98 words
1169,0,MolSentence with 68 words
1170,0,MolSentence with 96 words
1171,0,MolSentence with 48 words
1172,0,MolSentence with 56 words
1173,0,MolSentence with 56 words
1174,0,MolSentence with 48 words
1175,0,MolSentence with 96 words
1176,0,MolSentence with 44 words
1177,0,MolSentence with 44 words
1178,0,MolSentence with 56 words
1179,0,MolSentence with 46 words
1180,0,MolSentence with 96 words
1181,0,MolSentence with 78 words
1182,0,MolSentence with 54 words
1183,0,MolSentence with 74 words
1184,0,MolSentence with 70 words
1185,0,MolSentence with 58 words
1186,0,MolSentence with 56 words
1187,0,MolSentence with 72 words
1188,0,MolSentence with 42 words
1189,0,MolSentence with 60 words
1190,0,MolSentence with 62 words
1191,0,MolSentence with 68 words
1192,0,MolSentence with 88 words
1193,0,MolSentence with 50 words
1194,0,MolSentence with 68 words
1195,0,MolSentence with 68 words
1196,0,MolSentence with 68 words
1197,0,MolSentence with 54 words
1198,0,MolSentence with 56 words
1199,0,MolSentence with 42 words
1200,0,MolSentence with 56 words
1201,0,MolSentence with 52 words
1202,0,MolSentence with 86 words
1203,0,MolSentence with 40 words
1204,0,MolSentence with 76 words
1205,0,MolSentence with 58 words
1206,0,MolSentence with 62 words
1207,0,MolSentence with 64 words
1208,0,MolSentence with 60 words
1209,0,MolSentence with 50 words
1210,0,MolSentence with 52 words
1211,0,MolSentence with 58 words
1212,0,MolSentence with 48 words
1213,0,MolSentence with 54 words
1214,0,MolSentence with 70 words
1215,0,MolSentence with 62 words
1216,0,MolSentence with 64 words
1217,0,MolSentence with 60 words
1218,0,MolSentence with 54 words
1219,0,MolSentence with 62 words
1220,0,MolSentence with 44 words
1221,0,MolSentence with 80 words
1222,0,MolSentence with 102 words
1223,0,MolSentence with 74 words
1224,0,MolSentence with 44 words
1225,0,MolSentence with 56 words
1226,0,MolSentence with 60 words
1227,0,MolSentence with 52 words
1228,0,MolSentence with 54 words
1229,0,MolSentence with 56 words
1230,0,MolSentence with 54 words
1231,0,MolSentence with 40 words
1232,0,MolSentence with 64 words
1233,0,MolSentence with 44 words
1234,0,MolSentence with 88 words
1235,0,MolSentence with 44 words
1236,0,MolSentence with 122 words
1237,0,MolSentence with 86 words
1238,0,MolSentence with 98 words
1239,0,MolSentence with 92 words
1240,0,MolSentence with 88 words
1241,0,MolSentence with 56 words
1242,0,MolSentence with 54 words
1243,0,MolSentence with 68 words
1244,0,MolSentence with 66 words
1245,0,MolSentence with 70 words
1246,0,MolSentence with 56 words
1247,0,MolSentence with 74 words
1248,0,MolSentence with 48 words
1249,0,MolSentence with 48 words
1250,0,MolSentence with 54 words
1251,0,MolSentence with 64 words
1252,0,MolSentence with 76 words
1253,0,MolSentence with 56 words
1254,0,MolSentence with 50 words
1255,0,MolSentence with 84 words
1256,0,MolSentence with 58 words
1257,0,MolSentence with 62 words
1258,0,MolSentence with 66 words
1259,0,MolSentence with 86 words
1260,0,MolSentence with 82 words
1261,0,MolSentence with 68 words
1262,0,MolSentence with 56 words
1263,0,MolSentence with 60 words
1264,0,MolSentence with 82 words
1265,0,MolSentence with 62 words
1266,0,MolSentence with 64 words
1267,0,MolSentence with 50 words
1268,0,MolSentence with 60 words
1269,0,MolSentence with 58 words
1270,0,MolSentence with 58 words
1271,0,MolSentence with 76 words
1272,0,MolSentence with 74 words
1273,0,MolSentence with 50 words
1274,0,MolSentence with 86 words
1275,0,MolSentence with 54 words
1276,0,MolSentence with 76 words
1277,0,MolSentence with 48 words
1278,0,MolSentence with 62 words
1279,0,MolSentence with 48 words
1280,0,MolSentence with 64 words
1281,0,MolSentence with 72 words
1282,0,MolSentence with 50 words
1283,0,MolSentence with 78 words
1284,0,MolSentence with 42 words
1285,0,MolSentence with 64 words
1286,0,MolSentence with 102 words
1287,0,MolSentence with 82 words
1288,0,MolSentence with 46 words
1289,0,MolSentence with 70 words
1290,0,MolSentence with 74 words
1291,0,MolSentence with 56 words
1292,0,MolSentence with 52 words
1293,0,MolSentence with 62 words
1294,0,MolSentence with 54 words
1295,0,MolSentence with 66 words
1296,0,MolSentence with 52 words
1297,0,MolSentence with 54 words
1298,0,MolSentence with 48 words
1299,0,MolSentence with 70 words
1300,0,MolSentence with 54 words
1301,0,MolSentence with 84 words
1302,0,MolSentence with 42 words
1303,0,MolSentence with 52 words
1304,0,MolSentence with 80 words
1305,0,MolSentence with 88 words
1306,0,MolSentence with 60 words
1307,0,MolSentence with 54 words
1308,0,MolSentence with 58 words
1309,0,MolSentence with 50 words
1310,0,MolSentence with 50 words
1311,0,MolSentence with 44 words
1312,0,MolSentence with 90 words
1313,0,MolSentence with 54 words
1314,0,MolSentence with 50 words
1315,0,MolSentence with 62 words
1316,0,MolSentence with 86 words
1317,0,MolSentence with 60 words
1318,0,MolSentence with 50 words
1319,0,MolSentence with 68 words
1320,0,MolSentence with 74 words
1321,0,MolSentence with 90 words
1322,0,MolSentence with 90 words
1323,0,MolSentence with 92 words
1324,0,MolSentence with 106 words
1325,0,MolSentence with 108 words
1326,0,MolSentence with 104 words
1327,0,MolSentence with 98 words
1328,0,MolSentence with 72 words
1329,0,MolSentence with 60 words
1330,0,MolSentence with 92 words
1331,0,MolSentence with 96 words
1332,0,MolSentence with 96 words
1333,0,MolSentence with 58 words
1334,0,MolSentence with 76 words
1335,0,MolSentence with 64 words
1336,0,MolSentence with 44 words
1337,0,MolSentence with 70 words
1338,0,MolSentence with 76 words
1339,0,MolSentence with 72 words
1340,0,MolSentence with 54 words
1341,0,MolSentence with 54 words
1342,0,MolSentence with 48 words
1343,0,MolSentence with 78 words
1344,0,MolSentence with 88 words
1345,0,MolSentence with 66 words
1346,0,MolSentence with 54 words
1347,0,MolSentence with 64 words
1348,0,MolSentence with 52 words
1349,0,MolSentence with 50 words
1350,0,MolSentence with 52 words
1351,0,MolSentence with 86 words
1352,0,MolSentence with 40 words
1353,0,MolSentence with 48 words
1354,0,MolSentence with 56 words
1355,0,MolSentence with 46 words
1356,0,MolSentence with 52 words
1357,0,MolSentence with 84 words
1358,0,MolSentence with 52 words
1359,0,MolSentence with 86 words
1360,0,MolSentence with 88 words
1361,0,MolSentence with 80 words
1362,0,MolSentence with 48 words
1363,0,MolSentence with 84 words
1364,0,MolSentence with 86 words
1365,0,MolSentence with 86 words
1366,0,MolSentence with 78 words
1367,0,MolSentence with 58 words
1368,0,MolSentence with 54 words
1369,0,MolSentence with 38 words
1370,0,MolSentence with 78 words
1371,0,MolSentence with 52 words
1372,0,MolSentence with 50 words
1373,0,MolSentence with 86 words
1374,0,MolSentence with 36 words
1375,0,MolSentence with 48 words
1376,0,MolSentence with 48 words
1377,0,MolSentence with 54 words
1378,0,MolSentence with 54 words
1379,0,MolSentence with 54 words
1380,0,MolSentence with 94 words
1381,0,MolSentence with 52 words
1382,0,MolSentence with 76 words
1383,0,MolSentence with 78 words
1384,0,MolSentence with 76 words
1385,0,MolSentence with 62 words
1386,0,MolSentence with 90 words
1387,0,MolSentence with 52 words
1388,0,MolSentence with 54 words
1389,0,MolSentence with 54 words
1390,0,MolSentence with 54 words
1391,0,MolSentence with 82 words
1392,0,MolSentence with 78 words
1393,0,MolSentence with 38 words
1394,0,MolSentence with 48 words
1395,0,MolSentence with 84 words
1396,0,MolSentence with 82 words
1397,0,MolSentence with 88 words
1398,0,MolSentence with 48 words
1399,0,MolSentence with 88 words
1400,0,MolSentence with 86 words
1401,0,MolSentence with 48 words
1402,0,MolSentence with 52 words
1403,0,MolSentence with 90 words
1404,0,MolSentence with 92 words
1405,0,MolSentence with 74 words
1406,0,MolSentence with 80 words
1407,0,MolSentence with 50 words
1408,0,MolSentence with 90 words
1409,0,MolSentence with 78 words
1410,0,MolSentence with 58 words
1411,0,MolSentence with 52 words
1412,0,MolSentence with 52 words
1413,0,MolSentence with 54 words
1414,0,MolSentence with 52 words
1415,0,MolSentence with 92 words
1416,0,MolSentence with 100 words
1417,0,MolSentence with 78 words
1418,0,MolSentence with 44 words
1419,0,MolSentence with 86 words
1420,0,MolSentence with 78 words
1421,0,MolSentence with 48 words
1422,0,MolSentence with 58 words
1423,0,MolSentence with 86 words
1424,0,MolSentence with 44 words
1425,0,MolSentence with 48 words
1426,0,MolSentence with 36 words
1427,0,MolSentence with 74 words
1428,0,MolSentence with 48 words
1429,0,MolSentence with 50 words
1430,0,MolSentence with 86 words
1431,0,MolSentence with 50 words
1432,0,MolSentence with 88 words
1433,0,MolSentence with 50 words
1434,0,MolSentence with 60 words
1435,0,MolSentence with 84 words
1436,0,MolSentence with 54 words
1437,0,MolSentence with 46 words
1438,0,MolSentence with 48 words
1439,0,MolSentence with 46 words
1440,0,MolSentence with 46 words
1441,0,MolSentence with 52 words
1442,0,MolSentence with 70 words
1443,0,MolSentence with 84 words
1444,0,MolSentence with 48 words
1445,0,MolSentence with 52 words
1446,0,MolSentence with 56 words
1447,0,MolSentence with 56 words
1448,0,MolSentence with 52 words
1449,0,MolSentence with 50 words
1450,0,MolSentence with 46 words
1451,0,MolSentence with 54 words
1452,0,MolSentence with 52 words
1453,0,MolSentence with 56 words
1454,0,MolSentence with 76 words
1455,0,MolSentence with 50 words
1456,0,MolSentence with 62 words
1457,0,MolSentence with 58 words
1458,0,MolSentence with 48 words
1459,0,MolSentence with 52 words
1460,0,MolSentence with 56 words
1461,0,MolSentence with 48 words
1462,0,MolSentence with 58 words
1463,0,MolSentence with 80 words
1464,0,MolSentence with 76 words
1465,0,MolSentence with 76 words
1466,0,MolSentence with 80 words
1467,0,MolSentence with 78 words
1468,0,MolSentence with 84 words
1469,0,MolSentence with 86 words
1470,0,MolSentence with 70 words
1471,0,MolSentence with 38 words
1472,0,MolSentence with 44 words
1473,0,MolSentence with 52 words
1474,0,MolSentence with 50 words
1475,0,MolSentence with 38 words
1476,0,MolSentence with 56 words
1477,0,MolSentence with 66 words
1478,0,MolSentence with 54 words
1479,0,MolSentence with 48 words
1480,0,MolSentence with 34 words
1481,0,MolSentence with 54 words
1482,0,MolSentence with 40 words
1483,0,MolSentence with 52 words
1484,0,MolSentence with 46 words
1485,0,MolSentence with 50 words
1486,0,MolSentence with 34 words
1487,0,MolSentence with 50 words
1488,0,MolSentence with 36 words
1489,0,MolSentence with 34 words
1490,0,MolSentence with 54 words
1491,0,MolSentence with 44 words
1492,0,MolSentence with 46 words
1493,0,MolSentence with 50 words
1494,0,MolSentence with 58 words
1495,0,MolSentence with 52 words
1496,0,MolSentence with 50 words
1497,0,MolSentence with 48 words
1498,0,MolSentence with 56 words
1499,0,MolSentence with 52 words
1500,0,MolSentence with 52 words
1501,0,MolSentence with 48 words
1502,0,MolSentence with 52 words
1503,0,MolSentence with 48 words
1504,0,MolSentence with 52 words
1505,0,MolSentence with 42 words
1506,0,MolSentence with 22 words
1507,0,MolSentence with 50 words
1508,0,MolSentence with 50 words
1509,0,MolSentence with 50 words
1510,0,MolSentence with 38 words
1511,0,MolSentence with 48 words
1512,0,MolSentence with 42 words
