,sentence,classification,set
579,2246728737 422715066 3217380708 3371273768 3217380708 4194974166 2092489639 932734850 2976033787 2761319679 3351556771 1073159142 2968968094 4008506203 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 1370310341 847957139 2599973650 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 2246699815 2784506312 864662311 1533864325 864942730 1510328189,0.0,train
580,2246728737 3545365497 2246699815 2664995851 864942730 1510328189 864674487 2222715027 2245384272 2835079913 3217380708 2739805032 3217380708 4194974166 2092489639 932734850 2976033787 2761319679 3351556771 1073159142 2968968094 4008506203 2976033787 2285529321 847961216 1693331843 2246699815 3315826729 864942730 1510328189 2245384272 616374597 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 2246699815 2784506312 864662311 1533864325 864942730 1510328189,0.0,train
581,2246728737 422715066 3217380708 3371273768 3217380708 4194974166 2092489639 932734850 2976033787 2761319679 3351556771 1073159142 2968968094 4008506203 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 1370310341 847957139 2599973650 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 3217380708 2424973678 1016841875 3452535345 3218693969 994485099 3217380708 3925172229 864942730 10565946 2246699815 2784506312 864662311 1533864325 864942730 1510328189,0.0,train
582,864666390 2246728737 3545353036 2246703798 736731344 2246703798 980020035 3217380708 2723495964 3217380708 4194974166 2092489639 932734850 2976033787 2761319679 3351556771 1073159142 2968968094 4008506203 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 1370310341 847957139 2599973650 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070 3217380708 3925172229 864942730 10565946 2246699815 2784506312 864662311 1533864325 864942730 1510328189,0.0,train
583,2246728737 422715066 3217380708 3371273768 3217380708 4194974166 2092489639 932734850 2976033787 2761319679 3351556771 1073159142 2968968094 4008506203 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 1370310341 847957139 2599973650 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3918336191 847961216 1229325558 999334238 4068239769 2246728737 3835273908 864942730 2228063684 864942730 2228063684 3218693969 994485099 3217380708 3925172229 864942730 10565946 2246699815 2784506312 864662311 1533864325 864942730 1510328189,0.0,train
584,864666390 864666390 2246728737 3545365497 2246699815 2664995851 864942730 1510328189 864674487 2222715027 2245384272 2835079913 3217380708 2739805032 3217380708 4194974166 2092489639 932734850 2976033787 2761319679 3351556771 1073159142 2968968094 4008506203 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 1370310341 847957139 2599973650 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 2246699815 2784506312 864662311 1533864325 864942730 1510328189,0.0,train
585,2246728737 3657471097 2092489639 2975126068 3217380708 3462333187 864942730 10565946 2092489639 2975126068 2246728737 3657471097 3217380708 553412256 2041434490 1100037548 3218693969 584893129 2132511834 2297887526 3217380708 2747850234 3217380708 2370996728 864942730 10565946,0.0,train
586,2246728737 3657471097 2092489639 2971716993 3218693969 540046244 2041434490 1100037548 3217380708 553412256 2092489639 2975126068 2246728737 3657471097 3217380708 3462333187 864942730 10565946 2092489639 2975126068 2246728737 3657471097 3217380708 2370996728 864942730 10565946 3217380708 3796970912,1.0,train
587,2246728737 3657471097 2092489639 2971716993 3218693969 540046244 2041434490 1100037548 3217380708 2355446912 2132511834 2296565457 3217380708 3430642422 864942730 10565946 2092489639 2975126068 2246728737 3657471097 3217380708 2370996728 864942730 10565946 3217380708 3796970912,1.0,train
588,2246728737 3657471097 2092489639 2971716993 3218693969 540046244 2041434490 1100037548 3217380708 553412256 2092489639 2975126068 2246728737 3657471097 3217380708 3430642422 864942730 10565946 2132511834 2296565457 3217380708 328936174 864942730 10565946 3217380708 3796970912,1.0,train
589,3218693969 540046244 2041434490 1100037548 3217380708 553412256 3217380708 3796970912 2092489639 3345225135 2245384272 2251883808 2246699815 2080747022 2246728737 3545365497 864942730 1510328189 3217380708 2370996728 2092489639 3346539298 2245384272 2257970297 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3217380708 3462333187 2092489639 3346539298 2245384272 2257970297 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 864942730 10565946 864942730 10565946,1.0,train
590,3218693969 540046244 2041434490 1100037548 3217380708 553412256 3217380708 3796970912 2092489639 3345225135 2245384272 2257970297 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3217380708 2370996728 2092489639 2975126068 2246728737 3657471097 3217380708 3462333187 2092489639 2975126068 2246728737 3657471097 864942730 10565946 864942730 10565946,1.0,train
591,3218693969 540046244 2041434490 1100037548 3217380708 553412256 3217380708 3796970912 2092489639 3345225135 2245384272 2257970297 2245384272 603510687 848128881 3010410747 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614 3217380708 2370996728 2092489639 2975126068 2246728737 3657471097 3217380708 3462333187 2092489639 2975126068 2246728737 3657471097 864942730 10565946 864942730 10565946,1.0,train
592,3218693969 540046244 2041434490 1100037548 3217380708 553412256 3217380708 3796970912 2092489639 3345225135 2245384272 2258843522 2245273601 1614748561 2246728737 3537119515 864662311 1542633699 3217380708 2370996728 2092489639 2975126068 2246728737 3657471097 3217380708 3462333187 2092489639 2975126068 2246728737 3657471097 864942730 10565946 864942730 10565946,1.0,train
593,2246728737 3542456614 2245384272 3994088662 864674487 2222715027 2246699815 1211233089 864942730 1510328189 2976816164 1851683108 2968968094 2119439498 2968968094 2803848648 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0,train
594,4269929640 3855292234 2246728737 3542456614 2245384272 3994088662 864674487 2222715027 2246699815 1211233089 864942730 1510328189 2976816164 1851683108 2968968094 2119439498 2968968094 2803848648 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0,train
595,2976816164 3075056557 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2976033787 1740632203 2968968094 2811394787 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 2245384272 3594356142 2246728737 3542456614 864674487 1963848833 2246699815 4194366826 2245384272 2064788354 2246728737 3542456614 864942730 1510328189,1.0,train
596,3218693969 994485099 3217380708 2905660137 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2154975788 2976816164 1851683108 2968968094 2119439498 2968968094 2803848648 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 2246699815 2323767245 2245384272 2064788354 2246728737 3542456614 864942730 1510328189 864662311 26234434,1.0,train
597,2976816164 4268050912 3217380708 2154975788 3218693969 994485099 3217380708 2905660137 3218693969 951226070 3218693969 98513984 3218693969 951226070 864662311 26234434 2976033787 1236795370 2968968094 2811394787 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 2246728737 1858577693 2245384272 913947419 2245384272 1173125914 2246728737 3542456614,1.0,train
598,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2154975788 2976816164 1851683108 2246699815 4078804981 848128881 3136829774 2245384272 592593828 2246728737 3542456614 2246728737 3818546315 864942730 1510328189 2968968094 2119439498 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2968968094 2803848648 2968968094 2119439498,1.0,train
599,3218693969 951226070 3217380708 2154975788 2976816164 3075056557 2976033787 1236795370 2968968094 2811394787 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 2246728737 1858577693 864674487 1963848833 2246699815 4194366826 2245384272 2064788354 2246728737 3542456614 864942730 1510328189 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0,train
600,3218693969 994485099 3217380708 2154975788 2976816164 1851683108 2246699815 1211233089 864674487 2222715027 2245384272 3994088662 2246728737 3542456614 864942730 1510328189 2968968094 2119439498 2968968094 2803848648 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2905660137 864662311 26234434,1.0,train
601,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455275232 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 2976816164 1116101896 2976033787 4158670456 3189457552 2697642734 3217380708 369315086 3217380708 2240437263 3217380708 1184436594 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2976816164 3177290410 864662311 265892994,1.0,train
602,2246728737 3657471097 2092489639 2014255590 2968968094 2803848648 2968968094 2119439498 2976816164 1116101896 2976033787 4158670456 3189457552 2697642734 3217380708 369315086 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455275232 2976816164 3177290410 864662311 265892994 2968968094 2119439498 2968968094 1276993226 3217380708 1184436594 864942730 10565946 3217380708 2240437263,1.0,train
603,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 1397494279 2968968094 2117068077 2968968094 1276993226 3217380708 1184436594 864942730 10565946 2976033787 4158670456 3189457552 2697642734 3217380708 369315086 3217380708 2240437263 2976816164 1173528643 2968968094 2119439498 2968968094 2803848648 2092489639 2014255590 2246728737 3657471097,1.0,train
604,864662311 26234434 3217380708 3026394695 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455275232 2092489639 1620258790 2968968094 2803848648 2968968094 2119439498 2976816164 1116101896 2976033787 4158670456 3189457552 2697642734 3217380708 369315086 3217380708 2240437263 3217380708 1184436594 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2976816164 3177290410 864662311 265892994 2245384272 2251888095 2246703798 535847852 2246997334 3696402029,1.0,train
605,2976816164 1116101896 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 1397494279 2968968094 2117068077 2968968094 1276993226 3217380708 1267873599 2976816164 1141071319 3189457552 2950679810 3217380708 369315086 3217380708 3026394695 3218693969 951226070 3218693969 951226070 864662311 26234434 2246728737 1861965050 864942730 10565946 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498,1.0,train
606,2976816164 1116101896 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 2455275232 2976816164 3177290410 2968968094 2119439498 2968968094 1276993226 3217380708 1184436594 2976033787 4158670456 3189457552 2697642734 3217380708 369315086 3217380708 3026394695 3218693969 951226070 3218693969 951226070 864662311 26234434 864942730 10565946 864662311 265892994 2092489639 1620258790 2245384272 2251888095 2246703798 530250207 2246699815 176403689 2246728737 3545365497 2246728737 3545365497 2968968094 2803848648 2968968094 2119439498,1.0,train
607,2976816164 1116101896 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 2455275232 2976816164 3177290410 2968968094 2119439498 2968968094 1276993226 3217380708 1184436594 2976033787 4158670456 3189457552 2697642734 3217380708 369315086 3217380708 3026394695 3218693969 951226070 3218693969 951226070 864662311 26234434 864942730 10565946 864662311 265892994 2092489639 1620258790 2245384272 2257970297 2245384272 4008337421 864674487 2222621677 2246728737 3975275337 2968968094 2803848648 2968968094 2119439498,1.0,train
608,2976816164 1173528643 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 1397494279 2968968094 2117068077 2968968094 1276993226 3217380708 1184436594 2976033787 4158670456 3189457552 2697642734 3217380708 369315086 3217380708 3026394695 3218693969 951226070 3218693969 951226070 864662311 26234434 864942730 10565946 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498,1.0,train
609,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 1486598263 864674487 1759589175 2245384272 4008337421 2245384272 4023654873 864662311 1535166686 2968968094 2117068077 2968968094 2803848648 3217380708 3796841743 3217380708 480680885 3351556771 1791250428 3218693969 951226070 3218693969 951226070 3217380708 3933537673 3218693969 994485099 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469,1.0,train
610,3218693969 994485099 3217380708 2223687999 999334238 3266129148 2246728737 3835273908 864942730 2228063684 864942730 2228063684 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 2110118862 2246699815 3093061208 847957139 2591432844 864942730 1510328189 2968968094 2117068077 2968968094 2803848648,1.0,train
611,3218693969 994485099 3217380708 2994748777 2246699815 1822332700 2246728737 3545365497 864942730 1510328189 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 1730555933 2245384272 912632640 2245384272 4023654873 864662311 1535166686 2968968094 2117068077 2968968094 2803848648,1.0,train
612,3218693969 994485099 3217380708 2223687999 999334238 3045022511 848128881 4069016315 2246728737 3818546315 2246728737 3818546315 864942730 2228063684 864942730 2228063684 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 1730555933 2245384272 912632640 2245384272 4008337421 864674487 2222715027 2246699815 4194366826 2245384272 1167322652 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 864942730 1510328189 2968968094 2117068077 2968968094 2803848648,1.0,train
613,3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 1186654798 2968968094 2117068077 2968968094 2803848648 864662311 266675433 3217380708 3796841743 3217380708 480680885 3351556771 1791250428 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158,1.0,train
614,3218693969 994485099 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2258843522 2245273601 3103812183 2245384272 2258843522 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 1186654798 864662311 266675433 2968968094 2117068077 2968968094 2803848648 2246728737 3537119515,1.0,train
615,3218693969 994485099 3217380708 2223687999 999334238 3045022511 848128881 4069016315 2246728737 3818546315 2246728737 3818546315 864942730 2228063684 864942730 2228063684 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 1730555933 2245384272 912632640 2245384272 4023654873 864662311 1535166686 2968968094 2117068077 2968968094 2803848648,1.0,train
616,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 2536602154 3218693969 2447748155 3218693969 2447748155 2976033787 980291093 864662311 266675433 2976033787 2448462321 3189457552 2697642734 3217380708 369315086 3217380708 2240437263 2976816164 1173528643 2968968094 2119439498 2968968094 2803848648 2092489639 2014255590 2246728737 3657471097,1.0,train
617,864662311 266675433 2976033787 980291093 3218693969 2447748155 3218693969 2447748155 2976033787 2536602154 2976033787 2455017113 2968968094 1824088295 3217380708 1842898132 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 3217380708 369315086 3189457552 2697642734 2976033787 2448462321 2976816164 1173528643 2968968094 2119439498 2968968094 2803848648 2092489639 1620258790 2245384272 2251888095 2246703798 535847852 2246997334 3696402029 3217380708 2240437263,1.0,train
618,2246728737 3657471097 2092489639 2014255590 2968968094 2803848648 2968968094 2119439498 2976816164 1173528643 2976033787 2448462321 3189457552 2697642734 3217380708 369315086 3217380708 1135286194 864674487 2077658817 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 2536602154 3218693969 2447748155 3218693969 2447748155 2976033787 1250928372 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 3217380708 2240437263,1.0,train
619,2246728737 3657471097 2092489639 2014255590 2968968094 2803848648 2968968094 2119439498 2976816164 1173528643 2976033787 2448462321 3189457552 2697642734 3217380708 369315086 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 2536602154 3218693969 2447748155 3218693969 2447748155 2976033787 980291093 864662311 266675433 3217380708 2240437263,1.0,train
620,3218693969 951226070 3218693969 951226070 3217380708 3026394695 3217380708 369315086 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 3987247535 2976033787 2536602154 2976816164 1173528643 2976033787 2448462321 3189457552 2697642734 2976033787 980291093 864662311 266675433 3218693969 2447748155 3218693969 2447748155 2968968094 2119439498 2968968094 416356657 2132511834 1280488931 864662311 26234434,1.0,train
621,3218693969 951226070 3218693969 951226070 3217380708 1135286194 3217380708 369315086 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 2536602154 2976816164 1173528643 2976033787 2448462321 3189457552 2697642734 2976033787 1250928372 3218693969 2447748155 3218693969 2447748155 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2968968094 2119439498 2968968094 2803848648 2092489639 1620258790 2245384272 2251888095 2246703798 535847852 2246997334 3696402029 864674487 2077658817 2246699815 2664995851 2246728737 3545365497 864942730 1510328189,1.0,train
622,3218693969 951226070 3218693969 951226070 3217380708 1135286194 3217380708 369315086 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 3987247535 2976033787 2536602154 2976816164 1173528643 2976033787 2448462321 3189457552 2697642734 2976033787 980291093 864662311 266675433 3218693969 2447748155 3218693969 2447748155 2968968094 2119439498 2968968094 416356657 2132511834 1280488931 864674487 2076190208 2246728737 3975275337,1.0,train
623,864662311 26234434 3217380708 2905660137 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 1397494279 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498 2976816164 2618049074 2968968094 2119439498 2968968094 2803848648 2092489639 1620258790 2245384272 2251888095 2246703798 535847852 2246997334 3696402029 3217380708 2238101436 3218693969 994485099,1.0,train
624,2246728737 3657471097 2092489639 2014255590 2968968094 2803848648 2968968094 2119439498 2976816164 2618049074 2968968094 2119439498 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2976033787 1397494279 2976033787 2455017113 2968968094 1824088295 3217380708 1842898132 3218693969 951226070 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 994485099 3217380708 2238101436,1.0,train
625,2246728737 3975275337 864674487 2076190208 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 1397494279 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498 2976816164 2618049074 2968968094 2119439498 2968968094 2803848648 2092489639 2014255590 2246728737 3657471097 3217380708 2238101436 3218693969 994485099,1.0,train
626,2976816164 2172171433 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 2455275232 2976816164 3177290410 2968968094 2119439498 2968968094 2117068077 2976033787 1186654798 2968968094 516041383 864662311 266675433 864662311 265892994 2092489639 2014255590 2968968094 2803848648 2968968094 2119439498 2246728737 3657471097 3218693969 951226070 3218693969 951226070 3217380708 1135286194 3217380708 1136130381 864674487 2076190208 2246728737 3975275337 864674487 2076190208 2246728737 3975275337,1.0,train
627,3218693969 994485099 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070 3217380708 1842898132 3217380708 2238101436 2976816164 2618049074 2976033787 1397494279 2976033787 3987247535 2132511834 1280488931 2968968094 416356657 2968968094 2119439498 2968968094 1824088295 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498,1.0,train
628,2976816164 2618049074 2976033787 1397494279 2976033787 2455017113 2968968094 1824088295 3217380708 1842898132 3217380708 2238101436 3218693969 994485099 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498,1.0,train
629,2976816164 2618049074 2976033787 1397494279 2976033787 2455017113 2968968094 1824088295 3217380708 1842898132 3217380708 2238101436 3218693969 994485099 3217380708 3207567135 2246728737 422715066 3218693969 951226070 3218693969 951226070 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498,1.0,train
630,2246728737 3537119515 2245273601 3232361348 2246699815 3855312692 864662311 1533864325 864942730 1510328189 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2994748777 3218693969 994485099 2246699815 3341916169 864942730 1510328189 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0,train
631,2246728737 422715066 3217380708 3207567135 3218693969 951226070 3218693969 951226070 3217380708 2994748777 3218693969 951226070 3218693969 951226070 2246699815 3341916169 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 3026394695 864662311 26234434 3217380708 3025629386 864662311 26234434 3217380708 1514095308 3218693969 994485099 848127915 271903915 864942795 2378775366 864942730 2378779377,0.0,train
632,3218693969 994485099 3217380708 2309124039 3217380708 1534595042 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 848128881 4277401654 2246699815 2355616982 2245384272 592655526 848128881 3285213767 2245273601 486030630 2245384272 1506686089 2245900962 141882433 847433064 2551483158 2246728737 3537119515 2246728737 3818546315 864942730 1510328189 2246728737 3818546315 2246699815 3341916169 3217380708 2309124039 3217380708 1857396528 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 882399112 3337745083 864942730 1510328189,1.0,train
633,2245273601 4274980665 2246699815 4222851645 847961216 717512901 2245384272 773709216 2246699815 2355616982 848128881 4277401654 3217380708 1534595042 3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 994485099 3217380708 2309124039 2246699815 3341916169 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 1016841875 3452535345 2246728737 3818546315 864942730 1510328189 864942730 1510328189 2245384272 1583799011 2245384272 1510461303 2245384272 1510461303 2245384272 787341104 847957139 2592785365 847957139 2599973650,1.0,train
634,3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 994485099 3217380708 2309124039 3217380708 1534595042 848128881 4277401654 2246699815 2355616982 864942730 1510328189 2245384272 773709216 847961216 717512901 2246699815 3315826729 864942730 1510328189 2245384272 772927515 847957139 2592785365 2246728737 3818546315 2246699815 3341916169 864942730 1510328189 3217380708 2309124039 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345 1016841875 3452535345 864666390,1.0,train
635,3218693969 994485099 3217380708 2309124039 3217380708 1534595042 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 848128881 4277401654 2246699815 2355616982 2245384272 773709216 847961216 894436332 2245384272 773709216 2246699815 2410099666 2246728737 3545365497 2246997334 3696389118 864942730 1510328189 2246728737 3818546315 2246699815 3341916169 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189,1.0,train
636,3218693969 994485099 3217380708 2309124039 3217380708 1534595042 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 848128881 4277401654 2246699815 2355616982 2245384272 592655526 848128881 3010410747 2245384272 603510687 2245384272 4023654873 864662311 1535166686 2245384272 603510687 2245384272 4023654873 864662311 1535166686 864942730 1510328189 2246728737 3818546315 2246699815 3341916169 3217380708 2309124039 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 1016841875 3452535345 864942730 1510328189,1.0,train
637,847957139 1083852209 3217380708 352832185 2041434490 1101907775 3217380708 1121298566 864942730 10565946 3217380708 3176806076 2041434490 1100037548 3218693969 540046244 2092489639 3345225135 2245384272 4157438804 864674487 2814583100 2245273601 3927890045 2245384272 4022716898 864662311 1535166686 2245384272 4022716898 864662311 1535166686 3217380708 215642972 2132511834 2296565457,0.0,train
638,847957139 1083852209 3217380708 352832185 2041434490 1101907775 3217380708 1121298566 864942730 10565946 3217380708 3176806076 2041434490 1100037548 3218693969 540046244 2092489639 3345225135 2245384272 4157438804 864674487 2215059400 2245384272 4008337421 2245384272 4023654873 864662311 1535166686 3217380708 215642972 2132511834 2296565457,1.0,train
639,3218693969 540046244 2041434490 1100037548 3217380708 3176806076 3217380708 215642972 2092489639 3345225135 2245384272 4157438804 864674487 2215059400 2245384272 4008337421 2245384272 4023654873 864662311 1535166686 2132511834 2296565457 3217380708 352832185 2041434490 1101907775 3217380708 1121298566 864942730 10565946 847957139 1083852209,1.0,train
640,2245273601 1674219510 2245384272 1583799011 2245384272 2257970297 2092489639 3345225135 3217380708 215642972 3217380708 3176806076 3217380708 1121298566 2041434490 1101907775 3217380708 352832185 2132511834 2296565457 847957139 1083852209 864942730 10565946 2041434490 1100037548 3218693969 540046244 2245384272 4022716898 864662311 1535166686 864662311 1542633699,1.0,train
