,sentence,classification
210,864662311 1542633699 2245273601 1735424888 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 4223976160 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 4066851934 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 2970230672 847694221 2575708250 2245384272 1583799011 2245384272 1167322652 2246699815 2720617233 864942730 1510328189 864942795 1510323402 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2245384272 1506993418 2246699815 3328145258 864942730 1510328189 847957139 2591432844 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2245384272 1582607016 2245273601 2424530656 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 2637439965 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4223976160 2245384272 1583799011 2245384272 1167322652 2246699815 2720617233 864942730 1510328189 864942795 1510323402 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4223976160 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 2661865929 864942730 1510328189 864942795 1510323402 2246728737 3537119515 2246728737 3537119515,1
211,3351556771 1792562719 3218693969 54936104 3217380708 2353112200 3218693969 994485099 3217380708 4165543522 2976816164 3113565243 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3925172229 864942730 10565946 2976033787 1636327326 2968968094 2811394787 2092489639 963029399 2968968094 2810604122 3217380708 2284773903 2041434490 1101907775 3217380708 3254486562 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158,1
212,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1582607016 2245273601 2424530656 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4066851934 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 2635303940 2246728737 3537119515 2246728737 3537119515 2246728737 3537119515 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3835273908,1
213,1016841875 3452535345 3217380708 2424973678 3218693969 994485099 3217380708 2488692798 3351556771 1791271074 3217380708 4253926346 2976816164 945385475 2132511834 3727977332 3217380708 3134278630 847954377 1083667595 2092489639 2975116251 2246728737 3657471097 3217380708 2510215966 864942730 10565946 2968968094 1910766508 2246728737 1861965050 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 2245900962 1899422126 2245900962 4291903839 2246728737 3545074552,1
214,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3835273908,1
215,3351556771 1792562719 3218693969 54936104 3217380708 2353112200 3218693969 994485099 3217380708 4165543522 2976816164 3113565243 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3925172229 864942730 10565946 2976033787 1636327326 2968968094 2811394787 2092489639 435232729 2968968094 2810604122 2246699815 729796064 864942730 1510328189 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158,1
216,3351556771 1792562719 3218693969 54936104 3217380708 2353112200 3218693969 994485099 3217380708 4165543522 2976816164 3113565243 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3925172229 864942730 10565946 2976033787 1636327326 2968968094 2811394787 2092489639 963029399 2968968094 2810604122 3217380708 2295519362 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158,1
217,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1582607016 2245273601 3917675302 864674487 2814583100 2245384272 4008337421 2245384272 4008337421 864674487 2222621677 2246728737 3975275337 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4066851934 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 3908647167 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 4003049590 864674487 2115476908 3217380708 3162837314 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3835273908,1
218,864942730 10565946 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 3134278630 847954377 1083667595 2132511834 3727977332 2976816164 3572322310 2976033787 2975316496 2968968094 2117068077 2968968094 2117068077 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 2245900962 1899422126 2245900962 4291903839 2246728737 3545074552,1
219,3351556771 1792562719 3218693969 54936104 3217380708 2353112200 3218693969 994485099 3217380708 4165543522 2976816164 3113565243 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3925172229 864942730 10565946 2976033787 1636327326 2968968094 2811394787 2092489639 963029399 2968968094 2810604122 3217380708 2295519362 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 1913726790 2245900962 551287920 847433064 2551483158 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158,1
220,864942730 1510328189 2246699815 3341916169 3217380708 2994748777 3218693969 994485099 3217380708 1842898132 2968968094 2513428378 2092489639 1923187777 2245384272 2257970297 2245384272 1167322652 2246699815 2355616982 864942730 1510328189 848128881 3435152847 2246728737 3818546315 2976033787 1795978025 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 3217380708 3320534880 2130998634 356821964 3217380708 7541371 3218693969 951226070 3218693969 951226070 847957139 1083852209 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
221,2865977551 3974000759 864942730 1971534293 864942730 1971534293 2092489639 2662228479 3217380708 3796841743 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3820826669 2092489639 3345225135 3218693969 572760528 3217380708 1842898132 2968968094 1276993226 2968968094 2310811238 3217380708 3981762496 2245384272 2251845666 2246728737 3542456614 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4074230842 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245277810 2920282269 864662311 1542631284 864662311 1542631284 2245384272 562431470 847690172 1188634672 2976033787 4151858217 2968968094 2117068077 2968968094 1257718710 3189457552 3203709451 2968968094 1257718710 2968968094 2117068077 2246728737 3657471097,1
222,1016841875 3452535345 3217380708 2424973678 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 3124581743 2246728737 422715066 3217380708 4042373501 847961216 1790668568 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245384272 3908647167 847961216 717512901 2246699815 2447801009 847336149 3756615259 2246699815 2606734789 864942730 1510328189 3217380708 2308348490 3217380708 36538691 2041434490 1236033658 3351556771 3008098818 3217380708 2718013753 2246728737 422715066 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070 847957139 2591432844,1
223,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4200113039 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 562443903 847690172 4159771440 2245273601 2956783126 2245273601 1742403229 864662311 1542633699 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 781912670 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3835273908,1
224,3189457552 1078211001 2968968094 1257718710 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 416356657 2132511834 831463242 3217380708 3234104871 864942730 10565946 2968968094 1824088295 2976033787 2015089002 2132511834 3510196525 3217380708 3182177290 864942730 10565946 2976033787 4005047778 2132511834 3510196525 3217380708 1578587400 864942730 10565946 2245273601 895910141 2246728737 3537119515 2246728737 3537119515 2246699815 2806018737 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1582607016 2245273601 2424530656 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4066851934 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 3908647167 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3537119515 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515,1
225,882399112 3337745083 3217380708 1637836422 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 4222851645 864942730 1510328189 2245273601 2424530656 2245384272 1582607016 2245273601 3046105503 847694221 2575708250 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246699815 1738265797 864942730 1510328189 848128881 3012778962 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3537119515 3218693969 951226070 3218693969 951226070,1
226,882399112 3337745083 3217380708 1857396528 3217380708 3980805843 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 2800285969 2130998634 1710622492 3217380708 926483414 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895 3217380708 2154975788 3218693969 994485099 3217380708 3847608821 2041434490 1100037548 3218693969 3776905034 3218693969 951226070 2245273601 3297830269 882399112 485458970 882399112 485458970,1
227,1016841875 3452535345 3217380708 2424973678 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 2424973678 1016841875 3452535345 3217380708 4160330003 847957139 1083852209 2245384272 3908647167 847961216 717512901 2246699815 2447801009 847336149 3756615259 2246699815 2606734789 864942730 1510328189 3217380708 2308348490 3217380708 36538691 2041434490 1236033658 3351556771 3008098818 3217380708 2718013753 2246728737 422715066 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070 847957139 2591432844,1
228,3351556771 1792562719 3218693969 54936104 3217380708 2353112200 3218693969 994485099 3217380708 4165543522 2976816164 2436343001 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 2510215966 864942730 10565946 2968968094 1910766508 2246728737 1861965050 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158,1
229,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 3217380708 2353112200 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 3572322310 2132511834 3727977332 3217380708 3134278630 847954377 1083667595 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 2976033787 2975316496 2968968094 2117068077 2968968094 2117068077,1
230,3351556771 1791271074 3217380708 4165543522 3218693969 951226070 3218693969 951226070 3217380708 2488692798 3217380708 2353112200 3218693969 994485099 3217380708 1913726790 2245900962 551287920 847433064 2551483158 3217380708 1857396528 882399112 3337745083 3218693969 951226070 3218693969 951226070 2976816164 3113565243 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3925172229 864942730 10565946 2976033787 1636327326 2968968094 2811394787 2092489639 963029399 2968968094 2810604122 3217380708 2473389857 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
231,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 3935867650 2132511834 3727977332 3217380708 3134278630 847954377 1083667595 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
232,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 2436343001 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 2510215966 864942730 10565946 2968968094 1910766508 2246728737 1861965050,1
233,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 2089117413 2092489639 1923187777 2968968094 2811394787 2976033787 2015089002 2132511834 3510196525 3217380708 3119383463 864942730 10565946 2246699815 2806018737 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 1449131080 848128881 1914416804 2246728737 3818546315 2246728737 3818546315 3218693969 951226070 3218693969 98513984 3218693969 951226070,1
234,864942730 10565946 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 3134278630 847954377 1083667595 2132511834 3727977332 2976816164 3935867650 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
235,864674487 2459741777 3217380708 3162837314 3218693969 994485099 3217380708 1842898132 2968968094 2513428378 2092489639 211903143 2245273601 752027987 2245384272 1583799011 2245384272 1167322652 2246699815 2355616982 864942730 1510328189 848128881 3435152847 2246728737 3818546315 2976033787 1795978025 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2976033787 410310586 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 3217380708 3320534880 2130998634 356821964 3217380708 7541371 3218693969 951226070 3218693969 951226070 847957139 1083852209 3217380708 3162837314 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
236,864942730 10565946 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 3134278630 847954377 1083667595 2132511834 3727977332 2976816164 3935867650 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
237,864942730 10565946 3217380708 3119383463 2132511834 3727977332 2976816164 1272860020 2968968094 2810604122 2092489639 1923187777 2245384272 2089117413 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 3555434182 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 2756489526 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 1449131080 848128881 1914416804 2246728737 3818546315 2246728737 3818546315 3218693969 951226070 3218693969 98513984 3218693969 951226070,1
238,2041434490 1101907775 3217380708 3182824521 3217380708 2360741695 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1913726790 2245900962 1899422126 2245900962 3294965984 2245277810 3075904241 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 3218693969 951226070 3218693969 951226070 3217380708 1446633534 847957139 1083852209,1
239,864942730 1510328189 2246699815 3315826729 847961216 717512901 2245384272 4203454020 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2245384272 1167322652 2245384272 3624155 3217380708 4089138501 3218693969 994485099 3217380708 2360741695 3217380708 3182824521 2041434490 1101907775 3217380708 1445852595 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
240,864942730 1510328189 2246699815 2355616982 848128881 3435152847 2246728737 3818546315 2976033787 1795978025 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2245384272 1167322652 2245384272 3624155 3217380708 4089138501 3218693969 994485099 3217380708 2360741695 3217380708 3182824521 2041434490 1101907775 3217380708 1445852595 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
241,3351556771 1880637161 3218693969 54936104 3217380708 2353112200 3218693969 951226070 3218693969 203749390 3217380708 2353112200 3218693969 994485099 3217380708 2360741695 3217380708 3182824521 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 951226070 3218693969 951226070 3218693969 951226070,1
242,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 4089138501 2245384272 2297583734 2143075994 192851103 2968968094 1412710081 2968968094 2117068077 2976033787 623728226 847961216 1693331843 2246699815 3315826729 864942730 1510328189 2245384272 3995043796 864674487 2115476908 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 2223687999 999334238 3532053313 864942730 2228063684 864942730 2228063684 847957139 3275683399 3218693969 994485099 3217380708 3124581743 2246728737 422715066 2968968094 2117068077 2968968094 1412710081 3217380708 1136130381 864674487 431202968 2245273601 1619222458 2246728737 3537119515 2246728737 3537119515 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3218693969 994485099,1
243,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 4089138501 2245384272 2297583734 2143075994 192851103 2968968094 1412710081 2968968094 2117068077 2976033787 623728226 847961216 1693331843 2246699815 3315826729 864942730 1510328189 2245384272 3995043796 864674487 2115476908 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2223687999 999334238 3532053313 864942730 2228063684 864942730 2228063684 847957139 3275683399 3218693969 951226070 3218693969 951226070 2968968094 2117068077 2968968094 1412710081 3217380708 1136130381 864674487 431202968 2245273601 1619222458 2246728737 3537119515 2246728737 3537119515 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3218693969 994485099,1
244,864662311 26234434 3217380708 3026394695 3218693969 951226070 3218693969 951226070 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2976033787 3482873808 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2245384272 3624155 2245384272 568857350 847694221 2583199761,1
245,864662311 26234434 3217380708 3026394695 3218693969 951226070 3218693969 951226070 3217380708 4121755354 3218693969 994485099 3217380708 4089138501 2245384272 618671879 2246728737 3542456614 2245384272 3624155 2245384272 568857350 847694221 2583199761,1
246,864662311 26234434 3217380708 2905660137 3218693969 951226070 3218693969 951226070 3217380708 4121755354 3218693969 951226070 3218693969 951226070 2245384272 74537039 2245273601 2973020818 847694221 2575708250 2246728737 3537119515,1
247,864662311 26234434 3217380708 2905660137 3218693969 951226070 3218693969 951226070 3217380708 4121755354 3218693969 951226070 3218693969 951226070 2245384272 3624155 2245384272 568857350 847694221 2583199761,1
248,864942730 1510328189 2246699815 4222851645 847961216 717512901 2245384272 787069595 2245384272 1583009052 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2245273601 2424530656 2245384272 74537039 3217380708 4089138501 3218693969 994485099 3217380708 2360741695 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3182824521 2041434490 1101907775 3217380708 1445852595 847957139 1083852209 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3124581743 2246728737 422715066 2246728737 3537119515,1
249,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 2603173879 2092489639 211903143 2968968094 2803848648 2968968094 2119439498 2976816164 1237121865 847961216 1693589848 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1021876022 2245384272 1506563592 2246728737 3542456614 2246728737 3537119515 3217380708 3974650111 864942730 10565946 2245384272 1583799011 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245273601 3411158823 864662311 1542633699 2976033787 179419379 2114006677 2238033879 2968968094 1498892946 2976033787 1186654798 864662311 266675433 2968968094 517457164,1
250,882399112 3337745083 3217380708 1857396528 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 3124581743 2246728737 422715066 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1
251,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1
252,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1873428187 847336149 2451306927 864674487 913917326 2246728737 3975275337 2246728737 3545365497 2246699815 1738265797 864942730 1510328189 848128881 3012778962 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 98513984 3218693969 951226070,1
253,999334238 2349226204 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2353112200 3218693969 994485099 3217380708 3041847890 2132511834 831463242 2968968094 416356657 2968968094 2142032900 2968968094 2142032900 2968968094 1257718710 3189457552 1078211001 3217380708 1137369414 3218693969 994485099 3217380708 1761226683 2968968094 1824088295 2976033787 298374928 2132511834 3510196525 3217380708 606428793 864942730 10565946 2245273601 3081284555 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 548743766 2246728737 3537119515 2246728737 3537119515 3218693969 951226070 3218693969 98513984 3218693969 951226070 3218693969 994485099 2245384272 1789200865 2245384272 1173125914 2246728737 3542456614,1
